buy_amount,buy_price,sell_amount,sell_price
1,7486,0.015,8122.7
0.05603432,7485.4,0.031,8123
1.25,7485,0.2,8123.1
0.000429,7484.8,0.02431818,8123.7
1,7484,0.5,8124
0.0019219,7483.7,0.1262,8125
1,7483,1.5,8125.2
0.2868,7482.4,0.0004,8125.3
1,7482,1.15,8126
0.41594672,7481.9,0.199,8126.3
0.0469596,7481.4,0.0254,8127
0.00193251,7481.1,0.1,8127.3
1.104,7481,0.00135,8128
9.025,7480,0.02414006,8128.6
0.008,7479.1,5,8129
2,7479,0.04400624,8129.4
0.00194312,7478.6,1.6825,8130
2,7478,0.199,8131.3
2,7477,0.01,8131.4
0.03667929,7476.1,0.002,8132.3
2.00496373,7476,0.25,8132.9
2.1,7475,0.098058,8133
0.005,7474.6,1.01,8134
2.1271,7474,0.16871364,8134.1
0.00196434,7473.5,0.033,8134.8
0.15762059,7473.3,0.045,8135
2,7473,0.5,8135.4
2,7472,5.05,8136
2.1,7471,0.3,8136.3
0.03937394,7470.9,0.199,8136.4
0.01,7470.1,0.03058471,8136.8
2.95,7470,0.214,8137
0.01,7469.2,0.0017736,8137.3
2,7469,0.001,8138.1
0.00198557,7468.4,0.01829913,8138.2
2.05,7468,0.00777454,8138.6
2.00221705,7467,0.12,8139
2.25773256,7466,0.01568182,8139.3
0.00199618,7465.8,1.1025,8140
0.03811869,7465.7,0.03,8140.2
7,7465,0.0004,8141.2
0.0502,7464.3,0.1,8141.3
2,7464,0.199,8141.4
0.004,7463.7,0.002,8141.7
6,7463.4,0.0004,8142.8
0.00200679,7463.3,0.008,8142.9
2,7463,0.125,8143
0.015,7462.3,1.04,8144
0.00175,7462.1,0.02192,8145
2,7462,0.0004,8145.1
0.05920686,7461.3,0.029587,8145.9
0.02868172,7461.2,1.1,8146
2.104,7461,0.199,8146.5
0.315,7460.9,0.0125,8146.9
0.0020174,7460.7,0.199,8148
0.03883838,7460.5,0.0004,8148.2
2.824021,7460,1.00496064,8149
2,7459,0.02,8149.8
0.004,7458.4,5.484708,8150
0.00202801,7458.2,0.0004,8150.5
2,7458,0.199,8151.5
0.02681846,7457.5,0.0004,8152.3
0.05902134,7457.1,0.01961,8153
2,7457,0.05,8153.1
0.05,7456.4,0.005,8153.5
2,7456,0.0004,8153.9
0.004,7455.7,0.0030431,8154.7
0.00203862,7455.6,3.61584545,8155
0.03955808,7455.2,0.0004,8155.1
2.54790141,7455,2,8155.8
6,7454.8,0.0004,8156.3
0.025,7454.7,0.22765306,8156.6
2,7454,0.01,8157
0.00604924,7453.1,0.008,8157.1
2.87969607,7453,0.05,8157.4
0.41594672,7452.2,0.0004,8157.5
0.045,7452.1,0.0024517,8157.6
3.65160813,7452,0.03245025,8157.9
2.1,7451,0.1,8158
0.00205985,7450.5,0.002,8158.5
0.004,7450.4,0.0004,8158.6
13.33337777,7450,0.15,8159
0.06079314,7449.4,0.306,8160
2,7449,0.0004,8160.3
2.00207046,7448,0.0004,8161.3
0.004,7447.8,1,8161.4
0.02,7447.5,0.199,8161.6
2.023466,7447,0.1254,8163
0.076,7446.1,0.04263,8165
2.005,7446,0.0004,8165.1
0.00208107,7445.4,0.01741737,8165.2
0.004,7445.1,0.002,8165.7
7,7445,1.006,8166
0.125,7444.6,0.002,8166.1
2.05871497,7444,0.199,8166.7
2.005,7443,0.0396,8167
0.00709168,7442.9,1.33,8167.6
0.0022496,7442.8,0.00693327,8168
0.15,7442.7,0.20361991,8168.1
0.004,7442.4,0.0004,8168.2
2,7442,0.81726511,8168.8
2.159867,7441,0.13389,8169
0.00210229,7440.3,1.5004,8170
5.34492,7440,0.01829913,8170.7
0.014,7439.8,0.0084,8171.4
2,7439,0.02,8171.6
2,7438,0.199,8171.7
0.0021129,7437.8,0.02,8172
0.06237941,7437.4,0.0004,8172.5
0.004,7437.1,0.015,8172.8
2,7437,0.0004,8174.1
2.01,7436,0.564,8175
0.002,7435.7,0.002,8175.3
0.005,7435.6,0.0004,8175.5
0.00212352,7435.2,0.0004,8176.5
2.009213,7435,0.012285,8176.6
0.02,7434.7,0.199,8176.8
0.004,7434.5,0.03824,8176.9
2,7434,0.00967,8177
5.05,7433,0.05,8177.1
0.00213413,7432.7,0.0004,8177.5
2.50318483,7432,0.00135,8178
0.004,7431.8,0.0343158,8178.9
2.1,7431,0.109975,8179
0.05,7430.3,5,8179.2
0.00214474,7430.1,0.0004,8179.6
2.01,7430,0.0004,8179.7
0.25,7429.5,0.206998,8180
0.004,7429.2,0.199,8181.8
2.45,7429,0.002,8182.3
0.001,7428.8,0.00042066,8182.4
2,7428,0.05,8183
0.00215535,7427.6,0.00054288,8183.4
0.051582,7427.3,0.0021,8183.5
2.1,7427,24.3315,8183.8
0.10266906,7426.7,0.02,8185
0.004,7426.5,0.016,8185.2
0.15,7426.4,0.008,8185.7
2.1,7426,1,8186
0.06166512,7425.7,0.0108,8186.5
0.06396568,7425.4,0.199,8186.9
2.00323996,7425,0.5054,8187
29.1978,7424.4,0.05,8188
2,7424,0.0004,8188.5
0.004,7423.9,0.3,8188.7
24.3315,7423.2,0.04180667,8189
6.254,7423,0.021,8190
0.41594672,7422.6,0.02,8191.2
0.02717657,7422.5,0.2,8191.9
0.015,7422.3,0.005,8192
3.94938213,7422,0.002,8192.1
0.004,7421.2,0.1,8192.3
3.1,7421,2.54135,8195
12.06,7420,0.02,8195.1
0.00218719,7419.9,0.025,8196.1
0.097,7419.8,0.349,8197
2.02,7419,0.0004,8197.6
0.00228215,7418.7,0.20701,8198
0.004,7418.6,0.001,8198.1
1.08869072,7418.3,0.00209293,8198.7
0.025,7418.1,0.37004258,8199
2.01485058,7418,0.0025,8199.3
0.0021978,7417.4,0.04854214,8199.6
0.016,7417.1,0.01,8199.8
2,7417,14.08431111,8200
1,7416.5,0.5,8200.7
2.11,7416,0.01869468,8201.7
0.004,7415.9,0.199,8202
16.60527838,7415,0.23852618,8202.2
0.00220841,7414.8,0.03,8202.6
2,7414,0.05142,8204
0.06555195,7413.4,0.0005,8204.5
0.004,7413.3,0.01,8204.6
0.184,7413,0.025,8205
0.05,7412.9,0.025,8205.1
0.004,7412.7,1,8206
0.002,7412.6,0.1,8206.4
0.00221902,7412.3,0.199,8207.1
0.014729,7412.1,2,8207.7
0.1,7412,0.0025,8207.9
0.45,7411.9,0.002,8208.9
0.00270311,7411.7,0.14838,8209
0.005,7411.5,0.00348935,8209.9
0.254,7411,2.3,8210
0.004,7410.6,0.025,8210.3
1.161789,7410,0.0004,8210.6
0.00222963,7409.7,0.20505,8211
0.1,7409,0.02,8212
0.01,7408.3,0.199,8212.1
0.004,7408,0.011,8214.1
0.00277185,7407.8,0.008,8214.3
0.00224024,7407.2,0.152,8215
0.35,7407,0.025,8215.4
0.013379,7406,0.002,8215.7
0.004,7405.3,0.00426471,8215.8
0.00225085,7404.6,0.008751,8216.5
0.05,7404,0.199,8217.2
0.00284058,7403.9,0.015,8218
0.02,7403,0.0004,8218.1
0.004,7402.7,0.1,8219
0.0004,7402.5,0.02,8219.1
0.00226147,7402.1,0.005,8220
0.001,7401.9,0.025,8220.5
0.06713822,7401.5,0.205,8221
0.025,7401.3,0.122,8222
0.2,7401.1,0.199,8222.2
0.351,7401,0.00602941,8223.7
0.67159091,7400.8,3.026,8225
0.000676,7400.2,0.025,8225.6
60.35019472,7400,0.002,8225.7
0.013379,7399.9,1.65,8226
0.00227208,7399.5,0.199,8227.3
0.25,7397,0.31135,8228
0.00228269,7396.9,0.01,8228.4
0.005,7396.5,0.008,8228.6
0.0005,7396.4,0.0022526,8229.3
0.00297806,7396.1,0.005,8230
0.01,7396,5,8230.1
0.0023147,7394.5,0.025,8230.8
0.0022933,7394.4,0.02,8231
0.06430891,7394.3,0.00779412,8231.6
0.02,7394,0.045,8232
0.013379,7393.8,0.201,8232.3
0.2,7393.2,0.0024,8232.8
0.25,7393,0.0136,8233
0.47139199,7392.9,24.3125,8233.5
0.0030468,7392.2,0.248,8233.8
0.00230391,7391.8,0.025,8235.9
0.44318182,7391.7,0.025,8236
0.1,7391,0.27343245,8236.2
0.48234,7390,0.004,8237.3
0.06872449,7389.5,0.199,8237.4
0.00231452,7389.3,0.02865306,8237.8
0.0005,7388.5,0.0004,8237.9
0.00311554,7388.3,0.5,8238
0.7895,7388,0.01997199,8238.3
0.013379,7387.7,5.15,8239
0.02868174,7387.6,0.00955882,8239.5
0.00232514,7386.7,0.0004,8239.8
0.00326647,7386,0.0628,8240
0.04861781,7385.7,0.25,8240.3
0.1,7385.2,0.5,8240.8
0.5,7385,0.025,8241
0.00318428,7384.4,0.0004,8241.2
0.00233575,7384.2,0.01,8241.6
0.1,7383,0.255,8242
0.05,7382.9,0.199,8242.4
0.46477273,7382.5,0.28871,8242.5
0.00234636,7381.6,0.008,8242.9
0.013379,7381.5,1.8429,8245
0.10501,7381,0.0004,8245.1
0.00325301,7380.5,0.23626539,8246
1.181,7380,0.025,8246.2
0.00235697,7379.1,0.0004,8247.1
0.05179035,7378.6,0.01132353,8247.4
0.07031076,7377.5,0.199,8247.5
2.4,7377,0.43389975,8249
0.00332175,7376.6,2.6190899,8250
0.00236758,7376.5,0.0004,8250.8
0.005,7375.5,0.025,8251.3
0.013379,7375.4,0.02,8252
0.05,7375,0.215,8252.2
0.0006174,7374.4,1,8252.3
0.00237819,7374,0.199,8252.5
0.48636364,7373.3,0.0004,8253.6
1.29913086,7372.8,0.02,8253.7
0.00339049,7372.7,0.083,8254
0.005,7372,0.01,8254.9
0.05735169,7371.4,0.027,8255
0.1,7371,0.01308824,8255.3
0.025,7370.6,0.025,8256.4
0.00234725,7370.4,0.0005453,8257
0.001,7370,0.008,8257.1
0.013379,7369.3,0.199,8257.6
0.00239942,7368.9,0.0004,8258.7
0.01845923,7368.8,0.2,8259
0.035,7367.5,0.02,8259.1
0.02741003,7366.3,0.002,8259.3
0.07189703,7365.5,0.22946959,8260
0.35,7365,0.0004,8260.1
0.00352797,7364.9,0.00048227,8260.9
0.05813544,7364.3,0.025,8261.5
0.50795455,7364.2,0.005,8262.4
0.00242064,7363.8,0.2301,8262.6
0.41594672,7363.3,0.0004,8262.9
0.013379,7363.2,0.01485294,8263.2
0.06695269,7362.9,0.0220816,8263.4
0.00135,7362.1,2,8263.5
0.5,7362,0.005,8263.7
0.032,7361.9,0.98,8265
0.00243125,7361.2,0.002,8265.7
0.3,7361.1,0.025,8266.7
0.10767171,7361,0.0004,8267
0.6464705,7360,0.199,8267.7
0.10275,7359,0.0074,8268
0.00244186,7358.7,0.0004,8268.6
0.06497343,7357.1,0.01,8269.2
1.604459,7357,0.05307805,8269.7
0.304987,7356.2,1.16379,8270
0.00245247,7356.1,0.30833872,8270.2
0.19902095,7356,0.0004,8270.6
11.02854545,7355,0.01661765,8271.1
0.1067,7354.1,0.008,8271.4
0.007,7354,0.0254,8271.8
0.00246309,7353.6,0.199,8272.7
0.0734833,7353.5,2.09468,8273
0.00373418,7353.2,0.0004,8273.4
2.3103,7352,0.001,8274
0.1005,7351.9,0.0212493,8274.8
1.4180537,7351,0.118,8275
0.173379,7350.9,0.0004,8275.1
0.002,7350.3,0.24,8276
31.45538052,7350,0.0024,8276.1
0.10380292,7349.3,0.01642066,8276.5
0.128323,7349.1,0.025,8276.9
0.00248431,7348.5,3.02,8277
0.74612,7348,2,8277.2
0.13675,7347,0.199,8277.8
0.0023798,7346.2,0.00135,8278
0.01,7346,0.01838235,8278.9
0.00249492,7345.9,0.1,8279
0.55113636,7345.8,0.034996,8280
0.00777454,7345.6,0.0004,8280.5
0.00387166,7345.4,0.05,8280.6
0.02,7345,0.0004,8281.8
0.013379,7344.8,0.0004,8282
0.00250553,7343.4,0.025,8282.1
0.06765306,7342.9,0.002,8282.3
1.49985,7342,0.199,8282.8
0.07506957,7341.6,0.02,8283.4
0.0039404,7341.5,0.01,8283.5
1.34569649,7341,0.0125,8283.7
0.00251614,7340.8,0.12,8284.3
0.00581,7340,0.0004,8284.4
0.013379,7338.7,0.008,8285.7
0.00252675,7338.3,0.0004,8286.3
0.00400914,7337.6,0.02014706,8286.8
0.35903,7337,0.025,8287.2
0.57272727,7336.7,0.199,8287.9
3.005,7336,0.0004,8288
0.07336297,7335.7,0.0004,8289.6
4.01,7334,0.1,8290.2
0.00407788,7333.7,0.1,8290.9
0.41594672,7333.6,0.02,8291.2
0.34408098,7333.2,0.0004,8291.4
0.54312962,7333,0.005,8292
0.24982711,7332.6,0.025,8292.3
0.25,7332.5,0.201,8292.9
0.1,7332,0.0004,8293.8
0.06959647,7331.4,1.7,8294.4
0.15,7331,0.02191176,8294.7
0.00255859,7330.6,0.0004,8295.2
0.0008,7330,0.0104,8296.7
0.00414661,7329.8,0.25,8297
0.07665584,7329.6,0.025,8297.4
0.07399814,7328.6,4.380998,8297.9
0.0025692,7328.1,0.24001,8298
0.59431818,7327.5,0.025,8298.9
0.013379,7326.4,0.3924,8299
0.25,7326,29.175,8299.4
0.00421535,7325.9,18.74181677,8300
0.00257981,7325.5,0.005,8301
0.00259042,7323,0.01,8302
0.00241235,7322.1,0.04867647,8302.6
0.00928409,7322,0.207339,8303
0.08717069,7321.4,0.00520389,8303.7
0.1,7321,0.34324499,8304.2
0.00260104,7320.4,0.01,8304.6
0.013379,7320.3,50.35120515,8305
2,7320.1,25,8305.9
0.182385,7320,0.025,8307.7
0.02,7319,0.199,8308.1
0.61590909,7318.3,0.002,8309.7
0.00261165,7317.9,0.01,8309.9
0.1,7317.8,0.03,8310
0.07824212,7317.5,0.02544118,8310.5
0.00262226,7315.3,0.02252661,8311.4
0.02868174,7314.9,1.83260432,8312
0.4,7314.8,0.025,8312.8
0.08034323,7314.3,0.198,8313
0.013379,7314.2,0.199,8313.1
0.0987,7313,5,8314
0.00263287,7312.8,0.0004,8314.6
0.00135,7312.1,0.001,8315
0.02266,7312,0.002,8315.7
0.27735501,7311.3,5,8316
0.1,7311,0.025,8317.9
0.00264348,7310.2,0.04867521,8318
0.048,7310,0.199,8318.2
0.6375,7309.2,0.02720588,8318.4
0.09706,7309,0.00048571,8318.8
0.013379,7308.1,0.031045,8319
29.17765409,7307.7,0.02865306,8319.7
0.08351577,7307.1,0.86,8320
0.07982839,7305.5,0.79184,8323
0.0026647,7305.1,0.025,8323.1
0.0621,7305,0.199,8323.2
0.41594672,7304,0.0004,8323.3
0.001006,7303.9,0.16082754,8323.9
0.064,7303.3,0.1,8324
0.06,7303,0.01,8324.3
0.00267532,7302.6,0.034,8325
0.01,7302,0.0004,8325.6
0.014379,7301.9,0.03662,8326
0.1,7301.1,0.02897059,8326.3
0.101,7301,0.012,8326.5
0.2,7300.5,0.753335,8326.9
39.31730341,7300,0.005,8327
0.15,7299,0.50219034,8328
0.00244489,7297.9,0.025,8328.2
0.1,7297.4,0.199,8328.3
0.1,7297,0.1,8329
0.01330676,7296,0.27797987,8329.8
0.013379,7295.8,0.31095,8330
0.2,7295.2,0.001,8331
0.33637523,7295,29.7105,8331.1
1.32395,7294,0.00676576,8331.9
0.08141466,7293.6,0.59283,8332
0.08986085,7292.9,0.002,8332.3
0.2,7292,0.00518591,8332.5
0.000823,7291.9,0.0006,8332.6
0.01786337,7291.8,0.224,8333.3
0.1,7291,0.25,8333.4
1.23837,7290,0.00045096,8334
0.013379,7289.7,0.03073529,8334.2
0.0004,7288.9,1,8335
1.752,7288.2,0.39513219,8335.6
0.002,7288.1,0.002,8336
0.0004,7287.6,0.125,8336.9
0.04,7287,0.1,8337
0.0004,7286.4,0.0004,8337.3
0.0930334,7285.7,0.55,8338
0.0004,7285.1,0.37815126,8338.3
0.02,7285,0.199,8338.4
0.025,7284.7,0.025,8338.5
0.0004,7283.9,0.0105,8338.6
0.013379,7283.6,35,8339.1
0.00047251,7282.6,0.02,8339.2
0.08300093,7281.6,1.05761395,8339.9
0.00056911,7281.3,0.74250297,8340
0.1,7281,0.46652,8341
6,7280.6,0.51228452,8341.5
0.1,7280.2,0.025,8342
0.0026657,7280.1,0.0325,8342.1
3.31966282,7280,0.017,8343
0.00076229,7278.8,0.002,8343.2
0.09620594,7278.6,0.199,8343.4
0.00085889,7277.6,0.025,8343.6
0.013379,7277.4,0.02,8344.3
0.50095548,7276.3,0.025,8344.9
0.02,7276,2.05,8345
0.10105207,7275,0.3836,8346
0.41594672,7274.3,0.0004,8346.7
0.0036261,7273.8,0.62943685,8347.4
0.00124526,7272.5,0.0004,8347.8
0.005,7272,0.02380392,8347.9
0.09937848,7271.4,0.5,8348
0.01472085,7271.3,0.199,8348.5
0.891349,7271,0.025,8348.7
0.04845844,7270,0.002,8349
0.0845872,7269.6,21.35246471,8350
0.00153504,7268.7,0.00288902,8351
0.07488404,7268.6,0.0004,8351.1
5.617,7268,0.005,8351.2
0.5,7267.6,0.00093773,8351.4
0.00163163,7267.5,0.249,8351.6
0.6,7267.2,0.01,8351.8
0.00172822,7266.2,0.14389361,8352
0.00501,7266,0.05,8352.2
0.013379,7265.2,0.02,8353
0.00182481,7265,0.74658918,8353.3
0.10255102,7264.3,0.199,8353.5
0.38346,7264,0.025,8353.8
0.025,7263.8,0.56409,8355
0.00192141,7263.7,0.5,8355.9
6,7263,0.1,8356
0.002018,7262.4,6,8356.6
0.02,7262.3,0.1,8357.6
0.00135,7262.1,1,8358
5,7262,0.199,8358.6
0.00211459,7261.2,0.025,8359
3.2148,7261,0.86374151,8359.2
0.37782,7260,0.02,8359.6
0.00221119,7259.9,0.001,8359.9
0.2,7259.3,1.214993,8360
0.013379,7259.1,0.0004,8361.7
0.00230778,7258.7,0.001,8362.4
0.08617347,7257.6,0.199,8363.6
0.00247078,7257.4,0.02563025,8364
0.10572356,7257.1,0.025,8364.1
0.005,7256.5,0.00424,8364.8
0.00270019,7256.1,0.01,8365
0.185,7255,0.98089384,8365.1
0.0029296,7254.9,0.016,8365.2
0.003159,7253.6,0.01,8365.5
0.013379,7253,0.002,8365.7
0.00338841,7252.4,0.032,8367.4
0.00361782,7251.1,0.60490999,8368
4.16332729,7251,0.3,8368.6
0.12,7250.8,0.199,8368.7
0.01,7250.7,0.2,8369
0.108,7250.3,0.05,8369.2
25.8244261,7250,0.325,8370
0.00384723,7249.8,0.05,8370.5
0.00250999,7249.6,0.00042066,8370.6
0.00407664,7248.6,1.09804616,8370.9
0.00430604,7247.3,0.33,8371.2
0.013379,7246.8,0.41305753,8372.3
0.00453545,7246.1,25,8372.9
0.005,7246,0.0004,8373.3
0.08775974,7245.6,0.199,8373.7
0.00476486,7244.8,0.005,8373.8
0.41594672,7244.7,0.026,8374.4
0.01,7244.2,0.13,8375
0.05,7244,0.0004,8375.5
0.00499427,7243.5,0.5,8375.9
0.11206865,7242.9,1.20722689,8376
0.02868173,7242.8,1.21719849,8376.8
0.00522368,7242.3,3,8377
0.01,7241.1,0.50135,8378
0.10545309,7241,0.199,8378.8
0.013379,7240.7,0.0005,8379
0.2,7240.3,0.02,8379.4
0.10845,7240,0.025,8379.5
0.00568249,7239.8,0.6991975,8380
0.0059119,7238.5,0.38001,8381
0.00614131,7237.2,0.50282,8382
0.07752783,7237.1,0.68,8382.2
3.04252072,7236,0.012,8382.3
0.11524119,7235.7,1.33235082,8382.7
0.001964,7235,0.0004,8383.6
0.00660013,7234.7,0.199,8383.8
0.013379,7234.6,0.00138974,8384
0.08934601,7233.7,0.68,8384.4
0.00682953,7233.5,0.02508123,8384.5
0.0295,7233.2,0.025,8384.6
0.00705894,7232.2,0.001,8385
0.2,7231,0.0011,8385.4
0.13528835,7230.9,0.16831,8386
1.62501,7230,0.68,8386.7
0.00751776,7229.7,0.05,8387
0.11841373,7228.6,0.02,8387.2
0.013379,7228.5,0.50882353,8388
0.00774717,7228.4,0.01,8388.4
0.13172269,7228.2,1.44950315,8388.6
0.1234,7228,0.879,8388.9
0.00797657,7227.1,0.003975,8389
0.5,7226,0.025,8389.7
0.01028648,7225.9,1.0413,8390
0.00314254,7225.5,0.000527,8390.9
0.22,7225,0.125,8391
0.00859638,7224.6,0.68,8391.1
0.00890628,7223.4,0.005,8392
0.5,7222.4,0.68,8393.3
0.033379,7222.3,0.002,8393.6
0.00921618,7222.1,0.01,8393.7
0.09093228,7221.7,0.199,8393.9
0.12158627,7221.4,1.56665548,8394.5
0.4,7221,0.025,8394.9
0.00952609,7220.8,0.25,8395
0.21,7220,100,8395.3
0.12415966,7219.7,0.68,8395.6
0.00983599,7219.6,0.02,8397.1
0.04,7219,0.3004,8397.5
0.01014589,7218.3,0.68,8397.8
0.01045579,7217.1,0.50101,8398
0.01,7217,0.15,8398.8
0.013379,7216.2,0.32937454,8399
0.03576769,7215.8,6.52694022,8400
0.41594672,7215,1.68380781,8400.4
0.0110756,7214.5,0.0004,8400.5
0.12475881,7214.3,0.00423985,8402
0.4,7214,0.02865306,8402.5
0.02,7213.4,0.00287114,8403
0.0113855,7213.3,0.0004,8403.5
0.2,7213,0.004,8403.6
0.00135,7212.1,0.199,8404
0.0116954,7212,0.039273,8405
0.11659664,7211.3,0.0004,8405.7
0.1,7211,1.80096013,8406.2
0.0120053,7210.8,0.4479638,8406.3
0.013379,7210.1,0.01,8406.9
0.2598,7210,0.0025,8407.2
0.09251855,7209.7,0.54113,8408
0.0123152,7209.5,0.0004,8408.5
0.01262511,7208.2,0.199,8409.1
0.005015,7208,0.0004,8409.5
0.12793135,7207.1,0.26574986,8410
0.01628261,7207,0.002,8410.4
0.09341652,7205.7,0.03,8410.6
0.1,7205.5,0.03,8411
0.25,7205,0.01241681,8412
0.01355481,7204.5,1.91811246,8412.1
0.04,7204.4,5.492664,8413
0.013379,7204,0.199,8414.1
0.0241,7203.8,2.0004,8414.9
0.01386472,7203.2,25,8415
0.01,7203,0.002,8415.7
0.10903361,7202.9,0.01,8416.1
0.12846,7202,0.00184175,8416.6
0.01517462,7201.9,2.54666479,8418
0.00257509,7201.4,0.199,8419.2
24.3125,7201.3,0.620895,8420
0.2,7201.1,0.01,8420.1
0.105,7201,0.0062,8420.6
0.01448452,7200.7,0.02635854,8421
90.75659444,7200,0.02,8422
0.01479442,7199.4,0.04,8423
0.0084,7199,0.01361345,8424
0.01510432,7198.2,0.01,8424.1
5.04493403,7198,0.199,8424.2
0.013379,7197.9,2,8425
0.09410482,7197.7,0.002,8427.2
0.0004,7197.5,0.0004,8427.5
0.01541423,7196.9,0.50133,8428
0.005,7196,10,8429
0.01583481,7195.6,0.199,8429.3
4.73535247,7195.3,0.305,8430
5.17312945,7194.9,0.002,8432.3
0.10147059,7194.5,0.04297,8433
0.01636607,7194.4,0.01,8433.8
0.01689733,7193.1,0.001,8434.2
0.13427644,7192.9,0.199,8434.3
0.01742859,7191.9,0.01,8434.4
0.013379,7191.7,0.01521008,8436
0.1,7191,0.06,8437.6
29.7105,7190.9,0.5,8438
5.30853057,7190.7,0.199,8439.4
0.01795985,7190.6,0.5504859,8440
0.032782,7190.3,0.48287007,8440.3
0.18821,7190,0.2125,8441.1
0.014,7189.5,0.005,8442
0.51849111,7189.3,0.0004,8442.6
0.01902237,7188.1,0.02,8443.3
1.115492,7188,0.001,8443.9
0.01955363,7186.8,5.02343956,8444
0.09390756,7186.1,0.219,8444.4
0.09569109,7185.8,0.196037,8446
0.13744898,7185.7,0.86680672,8448
0.0334639,7185.6,0.31,8448.8
5.22305575,7185.5,0.422,8449
5.08607765,7185.4,0.00229376,8449.2
4.87255045,7185,0.199,8449.5
0.02061616,7184.3,0.094361,8450
0.002691,7184,7.2886479,8452
0.02114742,7183,0.0004,8452.8
4.99165617,7182.5,0.00285382,8454
0.1,7182,0.0004,8454.4
0.02167868,7181.8,0.199,8454.5
5.32246938,7181.4,0.525,8455
5.33066019,7181,0.22,8456
0.02220994,7180.5,25,8456.1
3,7180.1,0.237737,8457
3.39,7180,0.02803585,8457.6
5.06635452,7179.8,0.003975,8459
0.0227412,7179.3,0.199,8459.6
0.14062152,7178.6,0.0004,8459.8
0.02327246,7178,0.01840336,8460
0.08634454,7177.6,0.01,8462
0.00260764,7177.2,0.00044567,8462.1
0.02380372,7176.7,0.01,8463.6
0.02433498,7175.5,0.0025,8464.2
0.0828154,7174.3,6.780407,8464.4
0.02486624,7174.2,0.199,8464.6
0.09727737,7173.8,0.00042066,8464.7
24.772129,7173.4,0.002,8465.7
0.2753975,7173,0.05881,8467
0.0008,7172.8,0.505,8468
0.02592876,7171.7,0.098,8468.2
0.02868174,7171.5,0.04,8469
0.14379406,7171.4,0.1994,8469.7
5.12344872,7171.3,0.0558,8470
0.2,7171,0.342773,8470.5
0.02646003,7170.4,0.025,8471.9
4.64411089,7169.5,0.0463,8472
5.15552281,7169.3,0.0058,8473
0.1057728,7169.2,0.0004,8473.5
4.7651596,7169,0.51777634,8474.4
0.3,7168.8,0.199,8474.7
5.13396588,7168.2,0.1004,8475
0.05542456,7167.9,0.01,8475.2
5.32051973,7167.7,0.0004,8476.3
0.013379,7167.2,3.085,8477
0.02805381,7166.7,0.05,8477.1
5.64250597,7166.2,0.50133,8478
4.98486644,7165.8,0.0004,8478.2
0.0285333,7165.4,0.02613,8479
5.79266001,7165,0.0004,8479.7
0.39,7164.9,0.199,8479.8
0.1469666,7164.3,0.9471,8480
5.06063811,7164.2,0.06668577,8480.2
5.51634445,7164.1,0.02,8480.3
0.0225,7164,0.0004,8480.7
10.23725998,7163.8,2.52206,8481
0.002,7163.7,0.00274577,8481.8
4.79103083,7163.5,0.35701,8482
5.26211586,7163.1,0.0024,8482.3
0.00336816,7163,0.1,8482.4
5.00441546,7162.7,104,8483.9
0.00135,7162.1,0.02859664,8484
5.50403827,7161.8,0.0004,8484.4
10.86185315,7161.7,0.199,8484.8
0.013379,7161.1,0.01526,8485
0.1,7161,0.0004,8485.7
0.07121849,7160.8,0.39239,8486
0.07205088,7160,0.02865306,8486.1
0.05,7159.7,0.17,8487
4.94942355,7159.5,0.0004,8487.2
0.196632,7159,0.01,8487.6
4.99139786,7157.9,0.6228,8488
4.82663253,7157.8,0.25,8488.9
4.91640408,7157.5,0.08,8489
5.57679545,7157.3,0.0004,8489.2
0.15013915,7157.1,0.01,8489.5
0.02266,7157,0.01,8489.6
0.41594672,7155.7,0.02000614,8489.7
4.63212396,7155.6,0.199,8489.9
2.043379,7155,26.087992,8490
5.61132957,7154.6,0.0004,8490.9
0.00264019,7153.1,0.005,8492
5.54799546,7152.4,0.0004,8492.4
0.09938,7152,0.02,8492.8
1.1,7151,0.02891317,8494.1
6.18805709,7150,0.0004,8494.5
4.93350182,7149.4,0.199,8494.9
5.36313291,7149,1.45407017,8495
5.26300953,7148.3,0.02359328,8496
2,7147.7,0.0135,8496.8
5.69398069,7147.1,0.70202,8498
5.41728384,7146.4,0.28,8498.6
4.97415246,7146.3,0.4,8498.9
0.005,7146,0.27445393,8499
4.89162996,7145.8,20.14086238,8500
1.09375,7145.1,0.0004,8500.2
0.25,7145,0.0004,8501.6
0.1,7144.2,0.04552,8502
0.00759705,7144,0.0004,8503.5
0.05609244,7143.9,0.01,8503.9
5.37335595,7143.3,0.03,8505
5.25339508,7143.1,0.0004,8505.3
0.24194341,7142.9,4.2,8505.8
4.69565325,7141.2,0.00283638,8506
0.15,7141,0.1,8506.7
5.32666529,7140.2,0.0004,8506.8
0.0008,7139.7,0.02,8507.3
0.27702,7139,25,8507.8
5.12619899,7138.3,0.0004,8507.9
0.08236,7138,0.53478992,8508
4.70680576,7136.9,0.55268261,8508.4
0.035,7136.7,0.1176,8509
0.15965677,7135.7,0.0004,8510
0.54852941,7135.5,0.05,8511
4.70243347,7135.1,0.0004,8511.8
4.97702251,7134.9,0.050949,8512
5.23370338,7134.8,0.0004,8512.8
5.61059336,7132.5,0.1,8513
4.7870373,7131.7,0.0004,8514
0.23667,7131,0.00319778,8514.4
5.44365615,7130.7,1.54,8515
