buy_amount,buy_price,sell_amount,sell_price
0.08275,7130,0.03,8515.3
0.00267274,7128.9,0.0004,8515.6
0.16282931,7128.6,0.002,8515.7
5.74862092,7128.4,13.11590909,8517
5.03384842,7128.3,0.01,8517.1
0.1639,7128,0.01,8518
0.04096639,7127.1,0.0004,8519.3
0.96422,7127,0.37938655,8520
0.41594672,7126.1,0.0004,8521
0.002556,7125.9,0.001,8521.9
10.55260942,7125.1,0.0004,8522.8
1.37,7125,1.824753,8523
5.56216525,7124.7,0.46777257,8523.8
4.76967324,7124.4,0.5135,8525
5.38097971,7123.1,0.025,8525.5
0.05,7123,0.1,8526
4.61299349,7122.4,0.0004,8526.5
5.03144023,7122.3,0.005,8527
5.46941754,7121.9,0.00133,8528
0.16600186,7121.4,0.003975,8529
4.97855165,7121.1,0.04,8529.3
0.1,7121,0.0004,8529.8
1.09628,7120,0.02,8530
5.21352645,7119.4,20.01,8530.3
5.03218567,7119.1,0.03019048,8530.7
0.02338898,7119,0.0004,8530.8
0.03340336,7118.7,0.07139,8531
4.87078162,7117.8,0.02798319,8532
0.047,7117.4,0.002,8532.3
10.85244721,7117.1,0.0004,8532.4
0.01,7117,0.001,8532.6
5.53917901,7116.6,0.0004,8534.1
4.70907378,7116.4,0.636863,8535
4.84884095,7115,0.00049795,8535.6
0.1691744,7114.3,1,8536.4
0.04,7113,0.0004,8537.1
4.73574285,7112.9,24.75875,8537.5
5.15430812,7112.3,0.0004,8538.3
0.00137,7112.1,0.0004,8539.4
0.05,7112,0.335,8540
5.30950961,7111.7,0.0004,8541
0.08810297,7111.4,0.001,8541.8
0.10575,7111,0.01,8542
0.02584034,7110.3,0.0004,8542.1
0.3366159,7110,0.58758888,8542.4
5.39663286,7108.2,0.035,8543
4.78613336,7107.5,0.02957983,8544
4.79124647,7107.1,0.0024,8544.2
5.0968882,7106.1,0.01,8544.6
0.6,7105,0.8038,8545
0.00270529,7104.8,0.0004,8545.4
4.7035107,7103.8,0.0004,8546.8
0.02,7102.5,0.0036498,8546.9
1.09375,7102.3,3.2,8548
0.25,7102,0.0004,8548.2
5.17213439,7101.9,0.05,8548.4
0.01827731,7101.8,0.247,8549
0.002,7101.4,0.0004,8549.3
1.92943798,7101.1,4.204569,8550
1.101,7101,0.07122167,8550.3
0.02868174,7100.8,0.1,8550.6
5.10644702,7100.6,0.0029,8551
20.25529757,7100,0.0004,8551.7
0.0005,7097.5,50,8552.7
0.41594672,7096.4,0.0004,8553.7
0.005,7096,0.5636,8555
0.0004,7095,0.0004,8555.9
0.0005,7094.9,0.03927247,8556
0.002,7094.6,0.01,8557.1
0.73358,7094,0.0004,8557.4
0.01071429,7093.4,0.00042066,8558.8
0.17869202,7092.9,0.0004,8558.9
0.00777454,7092.8,0.01281881,8559
0.0005,7092.4,0.116866,8560
0.025,7091.4,0.0004,8560.1
0.1,7091,0.0009,8560.2
0.000706,7090,0.04,8561
0.0005,7089.9,0.02,8561.2
0.2,7088,0.0104,8561.8
0.0005,7087.4,0.1,8563
2,7086,0.15,8563.5
0.18186456,7085.7,0.0004,8564.2
0.00315126,7085,1,8565
0.0005,7084.8,0.002,8565.7
0.5,7083.4,0.0004,8565.8
0.0005,7082.3,0.005,8567
0.1,7081,0.03146779,8567.2
0.00273784,7080.6,0.0004,8567.3
2.09074675,7080,0.04277311,8568
0.0005,7079.8,0.0004,8568.6
1.0647685,7079.6,0.2,8570
0.00793887,7079.3,0.0004,8570.2
0.18503711,7078.6,0.02865306,8570.6
0.019062,7078,0.0004,8571.5
0.0005,7077.3,0.21,8571.9
0.01413028,7077,0.01,8572.2
0.0004,7076,0.0004,8573.2
0.20341006,7075,0.0004,8574.5
0.0005,7074.7,3.00999,8575
0.0005,7072.2,0.0004,8576.2
0.00767547,7071.7,0.62249515,8576.4
0.18820965,7071.4,7.0625,8577
0.1,7071,0.16595,8577.3
0.023447,7070,0.29727,8577.4
0.0005,7069.7,0.0004,8577.9
0.0005,7067.2,0.00133,8578
0.41594672,7066.8,1.73781003,8579
0.025,7066.3,0.00410181,8579.6
0.11037,7066,0.06436975,8580
0.0005,7064.6,0.0004,8580.3
0.19138219,7064.3,0.0004,8581.7
0.005,7063.7,50,8582.2
6,7062.9,0.002,8582.3
0.00187,7062.1,0.0125,8582.8
3,7062,0.0004,8582.9
0.17122,7061,0.0451,8584
0.0005,7059.6,0.0004,8584.3
1.09375,7059.4,1.025,8585
0.00883229,7058.6,0.01,8585.4
0.19505473,7057.1,0.0004,8586.1
0.00277039,7056.5,0.05,8587
0.00244,7056,0.0004,8589
0.012,7055.5,0.002,8589.7
0.54,7055,0.04998,8590
0.0005,7054.5,0.0004,8590.4
0.0005,7052,0.03,8591.5
0.1,7051,0.04596639,8592
29.63997227,7050,0.005,8594.2
0.0005,7049.5,0.02,8594.6
0.1,7049,0.0004,8594.9
0.09339054,7048.6,1.00393706,8595
0.00526828,7047.5,0.00043558,8596.9
0.0005,7047,0.0004,8597.2
0.005,7046,0.00101,8598
0.0005,7044.4,2.106975,8599
0.025,7042.3,0.01,8599.7
0.0005,7041.9,0.0014,8599.9
0.1,7041,10.0200402,8600
0.04,7040.8,0.024754,8600.5
0.005,7040.7,0.0004,8601.3
0.01,7040.4,0.0024,8602
0.01,7040,0.0004,8602.4
0.0005,7039.4,0.0327451,8603.8
0.002,7039.2,0.07599303,8604
0.00972571,7037.9,0.0004,8604.1
0.41594672,7037.1,0.087,8605
0.01,7037,0.0004,8605.3
0.0005,7036.9,0.02,8607
0.1,7036,0.0004,8607.4
0.04,7035,0.1,8607.6
0.0005,7034.3,1,8608
0.00280294,7032.3,0.0004,8608.7
0.00343091,7032,0.03531,8609
0.0005,7031.8,0.0004,8610
0.1,7031,0.65740142,8610.5
0.02941434,7030.8,0.40240179,8611
0.15,7030,0.0004,8611.6
0.0005,7029.3,0.00455382,8612.2
2,7027.5,0.0004,8612.6
0.02846021,7027.4,0.234,8613
0.015,7027,5,8613.6
0.0005,7026.8,0.0004,8613.8
0.03,7025.4,0.01,8614
1.1,7025,0.36689,8615
0.0005,7024.2,0.0004,8615.6
0.04,7024,0.002,8615.7
0.101076,7023.4,0.03915966,8616
0.1,7023,0.0004,8617.3
0.1,7022,1.01,8618
0.0005,7021.7,0.0004,8618.5
0.1,7021,0.0004,8620.2
0.0005,7019.2,0.07575758,8620.5
8.783851,7019,0.0004,8621.4
0.01061912,7017.2,0.02,8622
0.09603432,7017.1,0.0004,8622.8
0.0005,7016.7,0.01,8623
1.09375,7016.6,0.0004,8625.2
0.384,7015.5,0.0004,8626.7
0.002712,7015,0.01,8627.3
0.0005,7014.1,1.00173,8628
0.021,7012.6,0.0004,8629.5
0.00137,7012.1,0.13,8630
0.121838,7012,0.46,8630.4
0.0005,7011.6,0.0464,8630.6
0.1,7011,0.03,8631
0.121838,7010.9,0.0004,8631.9
1.8708,7010,0.002,8632.3
0.121838,7009.8,0.0004,8633.3
0.0005,7009.1,0.0004,8634.5
0.121838,7008.6,10.39543,8635
0.00283548,7008.2,0.67023,8636
4,7008,0.0004,8636.1
0.53778472,7007.5,0.01,8637
0.021,7007,0.0004,8637.2
0.0005,7006.6,1.05,8638
0.121838,7006.4,0.0004,8638.7
0.15,7005.9,0.005,8639
0.121838,7005.3,0.0359,8640
1.252506,7005,0.03402241,8640.3
0.121838,7004.1,0.01,8640.5
0.0005,7004,0.0004,8641.8
0.121838,7003,0.045,8642
0.121838,7001.9,0.0004,8643
0.0005,7001.5,0.0004,8644.1
0.2,7001.1,0.69230769,8644.5
0.701,7001,0.00500583,8644.8
0.121838,7000.8,0.0004,8646
0.0012,7000.1,0.0004,8647.2
41.3718314,7000,1,8648
2,6999.9,0.0004,8648.3
0.121838,6999.7,0.002,8649
0.061823,6999,0.0004,8649.4
0.121838,6998.5,3.98501757,8650
0.121838,6997.4,0.00999,8650.9
0.01151254,6996.6,0.00042066,8652.9
0.0005,6996.5,0.1,8653.6
29.9412,6996.4,0.025,8654.5
0.121838,6996.3,0.01,8654.8
0.005,6996,1.03,8655
0.121838,6995.2,0.02865306,8655.8
0.00051333,6994.9,0.03843,8656
0.2,6994.7,0.00356,8657
0.121838,6994,5,8658.3
0.0005,6993.9,0.0004,8658.5
0.12232027,6992.9,0.0004,8660.5
0.0004,6992.5,0.00777454,8661.4
0.025,6992.4,0.0004,8661.8
0.121838,6991.8,0.12,8663
0.0005,6991.4,0.00278465,8664
0.004,6991,0.002,8665.7
0.121838,6990.7,0.3,8666
0.01,6990,0.003,8667
0.00051333,6989.8,0.00048369,8667.8
0.121838,6989.6,1.01,8668
0.00345202,6989,0.01,8668.9
0.0005,6988.9,0.008975,8669
0.121838,6988.4,0.01,8669.1
0.121838,6987.3,1.0744,8670
0.0005,6986.4,0.0004,8671.1
0.121838,6986.2,0.001,8674.9
0.09867811,6985.7,25,8675
0.121838,6985.1,0.03529972,8676.9
0.141503,6985,0.212,8677
0.00051333,6984.7,0.00545784,8677.4
0.00286803,6984,1.00133,8678
0.141838,6983.9,0.72721396,8678.5
0.0005,6983.8,1,8679.9
0.121838,6982.8,0.852777,8680
0.1,6982.1,0.0004,8681.6
0.121838,6981.7,0.002,8682.3
0.0005,6981.3,0.01,8682.4
0.121838,6980.6,0.05,8687
2.232527,6980,0.05,8687.6
0.00051333,6979.7,0.0125,8687.7
0.121838,6979.4,1,8688
0.0005,6978.8,1.5,8688.7
0.2,6978.5,0.056896,8689
0.121838,6978.3,0.0004,8689.5
0.41594672,6977.8,6.04,8690
0.121838,6977.2,0.08029348,8690.7
1.772,6977,0.01,8692
0.001,6976.5,18.66916,8693.8
0.0005,6976.3,0.15,8696.9
0.121838,6976.1,0.03,8697
0.01,6976,0.02,8697.6
0.01240596,6975.9,1.00101,8698
0.221838,6975,0.005,8698.1
0.00051333,6974.6,0.107,8699
0.121838,6973.8,0.0004,8699.9
1.09425,6973.7,1.19476003,8700
0.121838,6972.7,0.2,8701
0.1,6972.4,0.25,8701.6
0.121838,6971.6,0.0004,8702.4
0.0005,6971.2,0.0004,8703.6
0.001,6970.8,0.005322,8704.3
0.121838,6970.5,0.005,8704.4
0.01,6970,0.0004,8704.7
0.00051333,6969.5,0.03,8705
0.121838,6969.3,0.0004,8707.4
0.0005,6968.7,0.16,8708
0.121838,6968.2,0.0204,8709
0.121838,6967.1,0.0030734,8709.2
0.25,6967,0.01,8709.9
0.0005,6966.2,0.00590985,8710
0.121838,6966,0.0004,8711
0.0430725,6965,0.01409071,8711.3
0.121838,6964.9,0.0004,8712.5
0.00051333,6964.4,0.76212023,8712.6
0.121838,6963.7,15.44033,8713.1
0.0005,6963.6,0.59435412,8713.4
0.121838,6962.6,0.0004,8713.6
0.015,6962.3,0.0004,8714.7
0.00137,6962.1,0.3,8714.8
0.02970673,6961.6,0.002,8715.7
0.121838,6961.5,0.0004,8716.1
0.0005,6961.1,0.31837241,8716.4
0.121838,6960.4,0.0004,8717.4
0.01582611,6960,0.1127674,8718
0.00290058,6959.9,0.0004,8718.5
0.00051333,6959.3,0.002,8719
0.121838,6959.2,0.0029,8719.7
0.0005,6958.6,0.0095,8720
0.121838,6958.1,0.0004,8721
5,6958,0.0004,8722
0.121838,6957,0.01,8723
0.0005,6956.1,0.0004,8724.1
0.01329937,6955.2,0.01375,8725
2.3,6955,0.005,8725.5
0.10132189,6954.3,0.0004,8725.8
0.00051333,6954.2,0.01,8726.3
0.0005,6953.5,0.0004,8727.1
0.36,6953,0.034197,8728
0.000515,6952,0.0004,8728.6
0.001,6951,0.01,8729
28.867403,6950,0.0004,8729.7
0.00051333,6949.2,0.0644,8730
0.0005,6948.5,0.0004,8731.5
0.41594672,6948.2,0.01,8732
0.02,6947.9,0.002,8732.3
0.05,6947,0.0004,8733.3
0.00897339,6946,0.0004,8734.5
0.00051333,6944.1,0.0004,8735
0.0005,6943.4,0.0004,8736.1
0.3,6943,0.0004,8737.1
0.0004,6941.8,0.01,8737.4
0.0005,6940.9,0.00557369,8738.5
0.015,6940,0.0004,8738.6
0.00051333,6939,0.00494163,8738.8
0.0005,6938.4,0.003975,8739
0.0158,6937.4,0.1,8739.9
1,6936.2,0.05,8740
0.0005,6935.9,0.0004,8740.2
0.00293313,6935.8,0.0004,8741.3
0.01419279,6934.5,0.05658506,8742
0.00051333,6933.9,0.00636187,8742.6
0.0005,6933.3,0.0004,8743
1.09375,6930.9,0.005,8744
0.0005,6930.8,0.0004,8744.8
0.24607299,6930,0.00045168,8746.2
0.00051333,6928.8,0.0004,8746.3
0.01152176,6928.5,0.7970265,8746.6
0.0005,6928.3,0.01042066,8747.1
0.01,6926.6,0.025,8747.6
0.0005,6925.8,0.0004,8747.7
0.1,6925,0.0024,8749
0.04,6924,0.001,8749.9
0.00051333,6923.7,0.74382916,8750
0.0005,6923.2,0.0004,8750.9
0.01,6923,0.002,8751.9
0.10396568,6922.9,0.0004,8752.6
0.004,6921,0.0004,8754.2
0.0005,6920.7,2.03,8755
0.01,6920,0.0004,8756.5
0.41646005,6918.6,0.0004,8758.2
0.0005,6918.2,0.2,8759.1
0.00244,6918,0.0004,8759.8
0.00540997,6917.4,0.100276,8760
2.11567,6916.3,0.1,8760.1
0.0005,6915.7,0.08482939,8760.8
0.02305186,6915.3,0.0004,8761.5
0.9,6915,0.0004,8762.9
0.01508621,6913.8,0.0925,8763
0.00051333,6913.6,0.13987,8765
0.0005,6913.1,0.0004,8765.1
2,6912.9,0.002,8765.7
0.015,6912.3,0.0004,8766.5
0.00137,6912.1,0.0004,8767.5
0.00296568,6911.6,0.01,8768
0.0005,6910.6,0.0004,8768.9
0.005,6910.1,0.0304,8770
0.90947017,6910,0.0004,8771.7
0.01,6909,0.00275037,8772
0.00051333,6908.5,0.05,8773
0.0005,6908.1,0.0004,8773.5
0.0005,6905.6,0.0024,8774
0.025,6905,0.0004,8774.9
0.00349452,6904,0.010885,8775
0.00051333,6903.4,0.00681388,8775.2
10.0005,6903,0.0004,8776.3
0.03458195,6902,7,8777
0.001,6901.9,0.05133,8778
0.1,6901.1,0.10006,8778.4
0.002,6901,0.0004,8779.3
0.0005,6900.5,1.03,8780
109.59118957,6900,0.025,8780.2
0.05,6899,0.83193277,8780.6
0.00051333,6898.3,0.0004,8780.7
0.0005,6898,0.002,8782.3
0.005,6896,0.0004,8783.8
0.0005,6895.5,0.0004,8785
0.025,6893.4,0.0004,8785.7
0.00051333,6893.2,0.15,8787
0.01597962,6893.1,0.05,8788.7
0.03000237,6893,0.0004,8789.3
0.0005,6892.9,0.40322,8790
0.002,6891.7,0.0004,8790.4
0.10660946,6891.4,0.01,8790.9
0.01095815,6890.8,0.02,8791
0.0005,6890.4,0.11,8792
3.70168,6890,0.01,8792.5
0.02902922,6889.6,0.0004,8793.2
0.059141,6889,0.1,8793.7
0.04611204,6888.7,0.0095,8794
0.00051333,6888.1,0.2,8794.7
1.29375,6888,0.006094,8795.3
0.0005,6887.9,0.0075788,8795.6
0.00299823,6887.5,0.225,8795.9
1.01,6886.3,0.0004,8796.2
0.0005,6885.4,0.00101,8798
0.02,6885,0.3,8798.3
0.025,6883.8,0.008112,8798.4
0.00051333,6883.1,0.0605,8799
1,6882.9,19.1741292,8800
0.0005,6882.8,0.0004,8801.2
0.0181842,6881,0.0004,8802.5
0.0005,6880.3,0.025,8802.9
27.309102,6880,0.4234526,8805
0.20051333,6878,0.0004,8805.2
0.0005,6877.8,0.0004,8806.5
1.21,6877,0.00726589,8807.9
1.264855,6876.8,0.2,8808
0.05764213,6875.4,0.003975,8809
0.0005,6875.3,0.0004,8809.3
0.11,6875,0.04329,8810
0.0276368,6874,0.0004,8810.4
4,6873.9,0.0004,8811.5
1.67917198,6873.4,0.0004,8812.8
0.0267,6873,0.0004,8813.9
0.00051333,6872.9,0.01,8814.3
0.0005,6872.7,1.19862004,8814.6
0.01687304,6872.4,0.03,8815
0.1,6871,0.0004,8815.5
0.0005,6870.2,0.002,8815.7
1.65582747,6870,0.00899581,8817.1
0.05,6868.2,0.0004,8817.4
0.00051333,6867.8,0.01,8818
0.0005,6867.7,0.0004,8818.8
0.1,6867,0.00047376,8818.9
1.88790403,6866.5,0.0004,8819.9
0.0005,6865.2,3,8820
0.17086704,6865,0.02,8820.1
0.00303078,6863.3,0.01,8820.4
1.59616803,6863.1,0.0004,8821.1
0.00051333,6862.7,0.02,8822
0.0005,6862.6,100,8822.3
0.06917223,6862.2,0.0004,8822.4
0.00139,6862.1,0.00528439,8824.2
0.45044,6861.8,0.001,8824.7
0.006349,6861.1,0.01,8825
0.00351642,6861,0.0004,8825.3
0.0005,6860.1,0.00273354,8826
0.11925325,6860,0.0004,8826.4
1.22411576,6859.6,0.0004,8827.4
5.099926,6857.8,0.00129101,8827.7
0.00101333,6857.6,0.00133,8828
1.10743635,6856.2,0.008,8828.8
0.48187839,6855.1,0.05865306,8829
0.1,6854.5,0.0004,8829.4
0.12,6854,0.049985,8830
1.10661633,6852.8,5,8830.3
0.00101333,6852.5,0.0004,8830.6
0.01776646,6851.7,0.08936529,8831
1.744,6851,0.0004,8832.1
2.637751,6850,0.002,8832.3
1.03545813,6849.3,0.0004,8833.5
0.08070232,6848.9,0.0004,8834.6
0.14612975,6848,0.028,8834.9
0.00051333,6847.5,0.01,8835
0.005,6846,0.0004,8835.9
1.81537447,6845.9,0.0004,8837.2
1.49160291,6842.5,0.87702799,8838
0.00051333,6842.4,0.0004,8838.3
24.951,6841.6,0.0004,8839.4
0.016,6841.4,0.0077179,8840.5
0.01,6840,0.0004,8840.7
0.00306333,6839.2,0.00042066,8841.2
1.81495258,6839,0.0004,8841.8
0.5,6838,0.01,8842
0.1,6837.4,0.0004,8842.9
0.00051333,6837.3,0.03693,8844
1.81970433,6835.6,0.0004,8844.1
3,6835,0.01,8845
0.052504,6834,0.0004,8846
4,6833,0.001,8846.8
0.2,6832.3,0.0004,8847.1
0.00051333,6832.2,0.2,8847.3
1.8539395,6832.1,0.01,8847.6
0.00675227,6832,0.025,8847.7
0.02643441,6831,0.90174531,8848.7
0.03,6830,0.002,8849
1.32550626,6828.7,0.0004,8849.1
0.12189703,6828.6,0.2077836,8849.6
0.09,6828,10.36594203,8850
0.00051333,6827.1,0.0004,8850.1
0.1,6826,0.0004,8851.2
1.45544368,6825.3,0.48,8851.5
0.03030086,6825.1,0.0004,8852.8
0.1,6825,0.0004,8854
0.04,6824,1,8854.3
0.10376251,6822.3,0.04,8855
0.00051333,6822,0.0004,8855.6
1.08113369,6821.8,0.0004,8857.6
0.71634394,6820,0.0004,8859.1
0.00353808,6819,0.26,8859.3
1.3201547,6818.4,0.06,8860
0.00051333,6816.9,0.0004,8860.6
1.71555255,6815,0.005,8860.8
0.45,6813,0.0004,8861.7
0.00139,6812.1,0.19596,8862
0.00051333,6811.9,0.097875,8863.2
0.8,6811,0.0004,8863.5
0.01955329,6810.3,0.05,8864.8
2.09247803,6810,0.0104,8865
0.1152926,6809.1,0.002,8865.7
0.04,6808,0.0004,8867
5.2908,6807.4,0.0195,8868
0.03,6807.1,0.0004,8868.1
0.3408,6807,0.0004,8869.3
0.05,6806.9,1.83,8870
0.00051333,6806.8,0.00241762,8870.3
1.58091454,6806,0.0004,8870.4
0.3,6805.6,0.1,8870.6
0.013524,6805,0.0004,8871.9
1,6804.2,0.00816991,8873.1
0.0123425,6804,0.0004,8873.4
0.000571,6803,0.05,8874.3
1.65972086,6802,0.0104,8875
0.00051333,6801.7,0.01,8875.2
0.2,6801.1,0.2604,8877
1.011,6801,0.00133,8878
34.32593113,6800,0.0004,8878.1
2.05,6799,0.003975,8879
1.07,6798,0.0004,8879.6
0.05,6797.6,47.5,8879.9
0.11454082,6797.1,5.05267692,8880
0.00051333,6796.6,0.0004,8880.9
1.58911937,6796.5,0.0005,8881
0.005,6796,0.0024,8882.3
0.12682269,6795.8,0.93665158,8882.7
0.025,6794.4,0.00485213,8882.9
1.86048299,6793.1,0.04,8883
0.01,6792.9,0.0004,8883.4
0.00051333,6791.5,0.00491508,8884
0.00312843,6790.9,0.01,8885
0.01,6790,0.0004,8885.2
0.02044671,6789.7,0.0004,8886.5
1.44348238,6789.6,0.275,8887
10,6789,0.0004,8887.7
0.725,6788,0.26471799,8888
0.00041223,6787.5,0.01687,8888.2
0.1,6787,0.0004,8889
0.00051333,6786.4,0.03,8889.5
1.69628043,6786.2,0.025,8889.8
0.005,6784.3,3.682879,8890
0.13283674,6783,0.0205,8891
1.54762492,6782.7,0.0004,8891.4
0.14291678,6782.5,0.01,8892
0.02,6782.2,0.0004,8892.6
0.00244,6782,0.0004,8893.7
0.00051333,6781.4,0.2,8894.4
0.004,6781,0.0004,8894.8
2.315,6780,0.01283298,8895
1.53766498,6779.3,0.0004,8896.6
0.05,6779.1,0.0004,8897.8
0.00355948,6778,0.025,8897.9
0.00051333,6776.3,0.00101,8898
0.0053977,6776.1,0.0005,8898.6
0.05,6776,0.022,8899
1.83719614,6775.8,0.0004,8899.4
0.1,6775,0.061,8899.9
0.02262,6773,24.80964084,8900
1.0455292,6772.4,0.0939012,8901.1
0.00051333,6771.2,0.0004,8901.2
0.01,6770,0.031285,8901.8
0.17270285,6769.3,0.0004,8902.3
0.02134013,6769,0.01,8902.7
1.16657667,6768.9,0.0004,8903.6
0.00316098,6766.7,0.01,8904.5
0.00051333,6766.1,0.007984,8904.8
0.1171846,6765.7,0.04,8905
1.16432732,6765.5,0.0004,8905.3
0.01,6762.9,0.00862192,8905.7
0.00139,6762.1,0.1,8906.8
1.63484142,6762,0.0004,8907.3
0.20051333,6761,0.0004,8909.2
0.01,6760,0.0004,8910.6
0.05,6759,0.0004,8911.6
1.96936458,6758.6,0.0004,8912.9
0.461162,6758,0.1285261,8913
0.03060262,6757.8,0.0004,8914.2
0.20248893,6756,0.0004,8915.5
0.00051333,6755.9,0.002,8915.7
1.2635925,6755.1,0.42,8916.6
0.331749,6755,0.97155785,8916.7
0.02960984,6754.5,1.42865306,8916.8
0.11,6754,0.0304,8917
1.98559488,6751.7,2,8917.2
1.000515,6751,0.01,8918
0.00051333,6750.8,0.0004,8918.2
1.935751,6750,0.05,8919
0.02223354,6748.3,0.0004,8919.3
1.39504204,6748.2,0.2973,8920
0.01,6747,0.0004,8920.4
0.005,6746,0.15,8920.6
0.00051333,6745.8,0.15,8921.1
1.90317222,6744.8,0.0004,8922
0.232275,6742.7,0.02,8922.3
0.00319352,6742.6,0.26,8922.4
0.05,6742.4,0.00777454,8922.8
1.40808611,6741.3,0.0004,8923.6
0.00051333,6740.7,0.007,8924.8
0.01,6740,0.05,8925
1.95044429,6737.9,0.0004,8925.1
0.00358167,6736,0.0004,8926.2
0.00051333,6735.6,0.03025164,8926.5
0.02165074,6735,0.1,8927
1.62434158,6734.4,100,8927.9
0.11982839,6734.3,0.00133,8928
0.01,6732.9,0.0004,8928.3
0.01372846,6732,0.0204,8930
1.839044,6731,0.01,8930.3
0.022588,6730.8,0.0004,8931.4
0.00051333,6730.5,0.002,8932.3
0.01,6730,0.0004,8932.7
2,6729.6,0.14752,8933
0.26206107,6729.4,0.0125,8933.1
10,6729.3,0.0004,8934.4
0.0004,6728.8,0.00270019,8935
0.1,6728,0.00042066,8935.3
0.02312696,6727.6,0.0004,8935.8
1.88470477,6727.5,0.4,8936
0.00051333,6725.4,0.03073414,8936.6
0.105,6725,0.0004,8937
1.87346569,6724.1,0.03041557,8938.1
0.04,6724,0.00907394,8938.2
0.89717343,6723.9,0.0004,8938.8
0.0532,6721.1,0.0004,8939.9
0.11954,6721,0.05,8940
1.91526814,6720.6,0.04,8940.7
0.00051333,6720.3,0.0004,8941
0.56099,6720,1.8995,8942
1,6718.6,0.0004,8942.1
0.00322607,6718.4,0.005,8943
1.88333945,6717.2,0.0004,8943.2
0.14766,6717,50,8944
6,6716.5,0.0004,8944.4
0.29184714,6716.2,0.0004,8945.5
0.1,6715.8,0.02707,8947
0.00051333,6715.3,0.0004,8947.3
0.3147,6715,0.133375,8949
1.66576604,6713.7,0.0104,8949.2
0.00139,6712.1,0.00480716,8949.8
1.035,6712,3.45561523,8950
0.004,6711,0.0004,8950.3
1.44134739,6710.3,1.00646412,8950.7
0.00051333,6710.2,0.0004,8951.5
0.215,6710,0.0004,8952.6
0.0092,6709.3,0.0004,8953.7
0.018529,6708.6,2.04,8955
2,6708.3,0.0004,8955.3
0.4,6707.8,0.282717,8955.5
0.02402038,6706.9,0.00463458,8955.7
1.01297656,6706.8,0.0015,8955.8
0.35,6706,0.0004,8956.8
0.00051333,6705.1,0.0104,8957.8
0.023524,6705,0.3,8958
0.00745763,6704.6,0.0004,8959.6
0.1,6703.6,0.639208,8960
1.39429304,6703.4,0.1,8960.7
0.45410539,6702.9,0.005,8961
0.001,6701.9,0.002,8961.5
0.2,6701.1,0.0004,8961.6
2.91131,6701,0.5,8962.9
5.62981073,6700,0.0004,8963.1
0.06,6699,0.0505,8965
0.00746508,6697.9,0.0004,8965.1
0.04879367,6697.3,0.002,8965.7
1.29300229,6696.5,0.05,8966
0.025,6696,0.01,8966.7
0.025,6695.4,0.074153,8967
0.03807061,6695,0.0004,8968.6
0.00325862,6694.3,0.46684786,8969
1.61673975,6693.1,0.0004,8969.7
0.03090676,6691.3,0.0004,8970.7
0.00747255,6691.2,0.00952595,8970.8
2.201,6690,0.0984371,8971.3
1.51199114,6689.6,0.0004,8971.8
0.04,6688.7,0.0004,8972.9
0.01575036,6688.5,0.0999,8974
1.22667204,6688,0.0004,8974.4
0.05,6687.2,0.0004,8975.8
0.89443997,6686.9,3.03,8977
1.48285998,6686.2,0.0177,8977.1
0.3,6686,0.07133,8978
0.8922079,6685.8,0.02139,8979
0.002,6685.5,0.005,8979.1
0.006801,6685.2,0.01,8979.3
0.00044461,6685,3.752,8980
0.83803384,6684.7,0.017,8981
0.00748002,6684.5,0.002,8982.3
1,6684,0.03988,8984.6
0.84894081,6683.6,1.04137039,8984.8
1.32137441,6682.7,0.051,8985
0.80580177,6682.5,0.01,8985.4
0.87026591,6681.4,0.7,8985.7
0.93473006,6680.3,0.39,8987
6.713742,6680,0.013,8988.9
1.42292734,6679.3,0.1515,8989
0.98307816,6679.2,0.50268367,8990
0.05,6679.1,0.25,8991
1.01531023,6678.1,0.0006,8991.7
0.0074875,6677.8,0.0375,8992
0.3,6677.1,0.002,8993.1
1.04754231,6677,0.0004,8994.3
0.38120536,6676.4,0.52,8995
1.3318785,6675.8,0.37498,8997
0.68663497,6674.1,0.005302,8997.8
0.066,6674,0.138893,8998
1.0612171,6672.4,0.00574306,8998.3
0.12511596,6671.4,0.025,8998.7
0.38004498,6671.2,0.170416,8999
0.1,6671,36.11918024,9000
0.00329117,6670.2,0.00997796,9003.4
0.005,6670,0.011,9004
0.00072415,6669.9,0.025,9004.7
1.60284442,6668.9,0.04,9005
0.02,6667,0.02865306,9005.5
0.02718767,6666.9,0.4824,9006
1,6666.7,0.082879,9008.2
1.571668,6666,0.0005,9011.8
0.06209729,6665.9,0.51584,9012
1.10961482,6665.5,0.302,9012.9
0.2,6665,0.15,9015
0.00750248,6664.5,0.002,9015.7
0.41099144,6663.1,0.0004,9015.8
0.007,6663,1.07627666,9018.8
0.00139,6662.1,0.006875,9019
1.12900684,6662,0.055,9020
1.3087693,6661.1,0.22,9021
0.05,6660,0.02,9022
0.05,6659,5.506351,9025.7
1.62951394,6658.6,0.0227,9026
0.00750998,6657.9,0.1,9026.2
0.05,6657.2,0.00133,9028
0.125,6656.6,0.00042066,9029.4
0.0015,6656.5,0.1001,9030
0.165112,6655.7,0.83618,9031
1.58563353,6655.1,0.25888,9032
0.00362581,6654,20,9032.1
0.05,6653.3,0.002,9032.3
0.02,6652.5,100,9033.4
0.02,6652,0.2,9034.8
1.26506158,6651.7,0.005,9034.9
0.01751749,6651.2,0.0025,9035.8
