这个杀手不太冷,"['让·雷诺', '娜塔莉·波特曼', '加里·奥德曼', '丹尼·爱罗', '彼得·阿佩尔', '迈克尔·巴达鲁科', '艾伦·格里尼', '伊丽莎白·瑞根', '卡尔·马图斯维奇', '弗兰克·赛格', '麦温', '乔治·马丁', '罗伯特·拉萨多', '亚当·布斯奇', '马里奥·托迪斯科', '萨米·纳塞利', '让·雨果·安格拉德', '埃莱娜·卡多纳', '大塚明夫', '沈晓谦']",9.4,1994-09-14
泰坦尼克号,"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍', '格劳瑞亚·斯图尔特', '比尔·帕克斯顿', '伯纳德·希尔', '大卫·沃纳', '维克多·加博', '乔纳森·海德', '苏茜·爱米斯', '刘易斯·阿伯内西', '尼古拉斯·卡斯柯恩', '阿那托利·萨加洛维奇', '丹尼·努齐', '杰森·贝瑞', '伊万·斯图尔特', '艾恩·格拉法德', '乔纳森·菲利普斯', '马克·林赛·查普曼', '理查德·格拉翰', '保罗·布赖特威尔', '艾瑞克·布里登', '夏洛特·查顿', '博纳德·福克斯', '迈克尔·英塞恩', '法妮·布雷特', '马丁·贾维斯', '罗莎琳·艾尔斯', '罗切尔·罗斯', '乔纳森·伊万斯-琼斯', '西蒙·克雷恩', '爱德华德·弗莱彻', '斯科特·安德森', '马丁·伊斯特', '克雷格·凯利', '格雷戈里·库克', '利亚姆·图伊', '詹姆斯·兰开斯特', '艾尔莎·瑞雯', '卢·帕尔特', '泰瑞·佛瑞斯塔', '凯文·德·拉·诺伊', '詹姆斯·卡梅隆', '竹内结子', '詹姆斯·霍纳', '姜广涛', '罗恩·多纳基', '佐佐木澄江', '史蒂文·奎里 ', '詹妮特·戈德斯坦恩', '林凡 ', 'Linda Kerns', '马丁·哈伯', '马丁·莱恩', '德里克·李', 'Paul Herbert', '亚历山大·欧文斯', 'Julene Renee']",9.4,1998-04-03
十二怒汉,"['亨利·方达', '马丁·鲍尔萨姆', '约翰·菲德勒', '李·科布', 'E.G.马绍尔', '杰克·克卢格曼 ', '爱德华·宾斯', '杰克·瓦尔登', '约瑟夫·史威尼', '埃德·贝格利', '乔治·沃斯科维奇', '罗伯特·韦伯']",9.4,1957-04-13
泰坦尼克号 3D版,"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍', '格劳瑞亚·斯图尔特', '比尔·帕克斯顿', '伯纳德·希尔', '大卫·沃纳', '维克多·加博', '乔纳森·海德', '苏茜·爱米斯', '刘易斯·阿伯内西', '尼古拉斯·卡斯柯恩', '阿那托利·萨加洛维奇', '丹尼·努齐', '杰森·贝瑞', '伊万·斯图尔特', '罗恩·多纳基', '夏洛特·查顿', '博纳德·福克斯', '迈克尔·英塞恩', '艾瑞克·布里登', '詹妮特·戈德斯坦恩', 'Linda Kerns', 'Paul Herbert', '德里克·李', '克雷格·凯利', '西蒙·克雷恩', '马丁·贾维斯', '季冠霖', '詹姆斯·卡梅隆', '马克·林赛·查普曼', '爱德华德·弗莱彻', '艾恩·格拉法德', '罗切尔·罗斯', '史蒂文·奎里 ']",9.4,2012-04-10
背靠背，脸对脸,"['牛振华', '雷恪生', '李强', '句号', '王劲松', '戈治均', '佘南南', '张嘉译', '刘国祥', '徐学政', '林海海', '温谦', '马载军', '吴玮玲', '韩炳杰', '杨亚洲', '王馥荔', '张艺']",9.4,1994-09-10
灿烂人生,"['路易吉·洛·卡肖', '阿莱西奥·博尼', '索尼娅·贝加马斯科', '玛雅·珊萨', '法布里齐奥·吉福尼', '杰丝敏·特丽卡', '里卡多·斯卡马乔', '安德烈提多娜', '瓦伦蒂娜·卡妮卢提', '卡米拉·菲利皮', '莉迪亚·维塔莱', 'Claudio Gioè', '斯特凡诺·阿伯蒂', '安东内洛·普利西', '阿德里娅娜·阿斯蒂', 'Giuseppe Gandini']",9.4,2003-06-22
茶馆,"['于是之', '郑榕', '蓝天野', '英若诚', '黄宗洛', '童超', '金昭', '林连昆', '牛星丽', '谭宗尧', '童弟', '吴淑昆', '朱旭', '张瞳', '米铁增', '董行佶', '任宝贤', '尚丽娟', '胡宗温', '张华', '李大千', '王大年']",9.4,1982
巴黎圣母院,"['海伦娜·赛加拉', '加劳', '丹尼尔·拉沃伊', '布鲁诺·佩尔蒂埃', '帕特里克·费欧里', '拉克·默维尔', '朱丽叶·泽纳缇']",9.4,1999
小丑,"['杰昆·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢·惠根姆', '弗兰西丝·康罗伊', '布莱恩·考伦', '布莱恩·泰里·亨利', '布莱特·卡伦', '道格拉斯·霍奇斯', '格伦·弗莱施勒', '比尔·坎普', '乔什·帕斯', '但丁·佩雷拉-奥尔森', '玛丽·凯特·马拉特', '迈克尔·本茨', '莎珑·华盛顿', '桑德拉·詹姆斯', '托尼·赫德', '曼德拉·贝拉米', '乔·奥克曼', '卡尔·伦德施泰特', '米克·奥罗克', '大卫·吉布森', '伊万·罗萨多', '安妮·比萨比亚', '布莱斯·科里根', '乔恩·道格拉斯·雷尼', '艾恩斯利·丹恩', '杰森·约翰·奇卡莱塞', '加里·古尔曼']",9.4,2019-08-31
罗密欧与朱丽叶,"['达米安·萨格', '希西莉亚·卡拉', '葛里高利·巴奎特', 'Tom Ross']",9.4,2002-02-06
千与千寻,"['柊瑠美', '入野自由', '夏木真理', '菅原文太', '中村彰男', '玉井夕海', '神木隆之介', '内藤刚志', '泽口靖子', '我修院达也', '大泉洋', '小林郁夫', '上条恒彦', '小野武彦', '田壮壮', '王琳', '安田显', '户次重幸', '黛维·切斯', '胡立成', '山像香', '斋藤志郎', '脇田茂', '彭昱畅', '井柏然', '周冬雨']",9.3,2019-06-21
盗梦空间,"['莱昂纳多·迪卡普里奥', '约瑟夫·高登-莱维特', '艾伦·佩吉', '汤姆·哈迪', '渡边谦', '迪利普·劳', '基里安·墨菲', '汤姆·贝伦杰', '玛丽昂·歌迪亚', '皮特·波斯尔思韦特', '迈克尔·凯恩', '卢卡斯·哈斯', '李太力', '克莱尔·吉尔蕾', '马格努斯·诺兰', '泰勒·吉蕾', '乔纳森·吉尔', '水源士郎', '冈本玉二', '厄尔·卡梅伦', '瑞恩·海沃德', '米兰达·诺兰', '拉什·费加', '蒂姆·科勒赫', '妲露拉·莱莉', '玛格丽特·因索利亚', '吉尔·马德雷尔', '迈克尔·加斯顿']",9.3,2010-09-01
星际穿越,"['马修·麦康纳', '安妮·海瑟薇', '杰西卡·查斯坦', '卡西·阿弗莱克', '迈克尔·凯恩', '马特·达蒙', '麦肯吉·弗依', '蒂莫西·柴勒梅德', '艾伦·伯斯汀', '约翰·利思戈', '韦斯·本特利', '大卫·吉亚西', '比尔·欧文', '托弗·戈瑞斯', '科莱特·沃夫', '弗朗西斯·X·麦卡蒂', '安德鲁·博尔巴', '乔什·斯图沃特', '莱雅·卡里恩斯', '利亚姆·迪金森', '杰夫·赫普内尔', '伊莱耶斯·加贝尔', '布鲁克·史密斯', '大卫·奥伊罗', '威廉姆·德瓦内', '拉什·费加', '格里芬·弗雷泽', '弗洛拉·诺兰']",9.3,2014-11-12
忠犬八公的故事,"['理查·基尔', '萨拉·罗默尔', '琼·艾伦', '罗比·萨布莱特', '艾瑞克·阿瓦利', '田川洋行', '杰森·亚历山大', '罗伯特·卡普荣', 'Ellen Becker-Gray', 'Ben Skinner', '凯文·德科斯泰', 'Raymond Alongi', 'Michael Kelly', '达文尼亚·麦克法登', '贝茨·怀尔德', '亚美利哥·普雷休蒂', 'Gail Bugeja', '马丁·蒙塔纳', '高岛彩']",9.3,2009-06-13
放牛班的春天,"['热拉尔·朱尼奥', '弗朗索瓦·贝莱昂', '凯德·麦拉德', '让-保罗·博奈雷', '玛丽·布奈尔', '让-巴蒂斯特·莫尼耶', '马科森斯·珀林', '格雷戈里·加迪诺尔', '托马斯·布伦门塔尔', '西里尔·伯尔尼科特', '西蒙·法戈特', '泰奥杜尔·卡雷-卡赛尼', '菲利普·杜·詹纳兰德', '埃里克·德斯玛莱茨', '狄迪尔·弗拉蒙', '雅克·贝汉', '卡罗尔·韦斯']",9.3,2004-10-16
教父,"['马龙·白兰度', '阿尔·帕西诺', '詹姆斯·肯恩', '理查德·卡斯特尔诺', '罗伯特·杜瓦尔', '斯特林·海登', '约翰·马利', '理查德·康特', '艾尔·勒提埃里', '黛安·基顿', '阿贝·维高达', '塔莉娅·夏尔', '吉亚尼·罗素', '约翰·凯泽尔', '鲁迪·邦德', '兰尼·蒙大拿', '索菲亚·科波拉', '弗兰科·奇蒂', '西蒙蕾妲·瑟法奈尼', '理查德·布赖特', '朱莉·格雷格', '阿历克斯·罗克', '卡迈恩·科波拉', '萨罗·乌尔齐', '阿尔·马蒂诺', '摩甘娜金', '安杰洛·伊凡蒂', '柯拉朵加伊帕', '维托·斯科蒂', '约翰马迪诺', '维克多伦蒂纳', '托尼·乔治', '加里·弗雷德里克森', '桑尼格鲁索']",9.3,1972-03-15
熔炉,"['孔侑', '郑有美', '金志映', '金贤秀', '郑仁絮', '白承焕', '张光', '严孝燮', '许在浩', '郑亨锡', '林铉成', '全国焕', '金周灵', '金智怜', '李相熹', '洪锡然', '金民尚', '张素妍', '严智星']",9.3,2011-09-22
乱世佳人,"['费雯·丽', '克拉克·盖博', '奥利维娅·德哈维兰', '托马斯·米切尔', '芭芭拉·欧内尔', '伊夫林·凯耶斯', '安·卢瑟福德', '乔治·里弗斯', '弗莱德·克莱恩', '海蒂·麦克丹尼尔斯', '奥斯卡·波尔克', '巴特弗莱·麦昆', '维克托·乔里', '埃弗雷特·布朗', '霍华德·C·希克曼', '艾丽西亚·瑞特', '莱斯利·霍华德', '兰德·布鲁克斯', '卡洛尔·奈', '劳拉·霍普·克鲁斯', '埃迪·安德森', '哈里·达文波特', '利昂娜·罗伯特', '简·达威尔', '欧娜·满森', '保罗·赫斯特', '伊莎贝尔·朱尔', '卡米·金·肯伦', '艾瑞克·林登', 'J·M·克里根', '沃德·邦德', '莉莲·肯布尔-库珀', '吴文伦', '彭河', '李守贞', '查曼若']",9.3,1939-12-15
摩登时代,"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德', '切斯特·康克林', '汉克·曼', '斯坦利·布莱斯通', '阿尔·欧内斯特·加西亚', '理查德·亚历山大', '塞西尔·雷诺兹', '米拉·麦金尼', '默多克·麦夸里', '威尔弗雷德·卢卡斯', '爱德华·勒桑', '弗雷德·马拉泰斯塔', '萨米·斯坦', '特德·奥利弗', '诺曼·安斯利', '博比·巴伯', '海尼·康克林', '格洛丽亚·德黑文', '帕特·弗莱厄蒂', '弗兰克·哈格尼', '帕特·哈蒙', '劳埃德·英格拉哈姆', '沃尔特·詹姆斯', '爱德华·金博尔', '杰克·洛', '巴迪·梅辛杰', '布鲁斯·米切尔', '弗兰克·莫兰', '詹姆斯·C·莫顿', '路易·纳托', 'J·C·纽金特', '拉斯·鲍威尔', '约翰兰德', '哈里·威尔逊']",9.3,1936-02-25
城市之光,"['查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露', '哈利·迈耶斯', '约翰兰德', '罗伯特·帕里什', '罗伯特·格雷夫斯']",9.3,1931-01-30
切腹,"['仲代达矢', '石浜朗', '岩下志麻', '丹波哲郎', '三岛雅夫', '中谷一郎', '佐藤庆', '稻叶义男', '井川比佐志', '武内亨', '青木义朗', '松村达雄', '小林昭二', '三国连太郎']",9.3,1962-09-16
三傻大闹宝莱坞,"['阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙尔曼·乔希', '奥米·瓦依达', '博曼·伊拉尼', '莫娜·辛格', '拉杰夫·拉宾德拉纳特安', 'Atul Tiwari', '阿里·扎勒', '帕里卡沙特.萨赫尼', 'Rakesh Sharma', 'Javed Jaffrey']",9.2,2011-12-08
海上钢琴师,"['蒂姆·罗斯', '普路特·泰勒·文斯', '比尔·努恩', '克兰伦斯·威廉姆斯三世', '梅兰尼·蒂埃里', '加布里埃莱·拉维亚', '皮特·沃恩', '阿尔贝托·巴斯克斯', '费米·依鲁福祖', 'Easton Gage', 'Cory Buck', '西德尼·科尔', '布莱恩·普林格', '希思科特·威廉姆斯', '尼古拉·迪·平托', '凯文·麦克纳利', '沙拉·鲁宾', '阿妮妲·扎格利亚', 'Angelo Di Loreta', '吉达·布塔']",9.2,1998-10-28
楚门的世界,"['金·凯瑞', '劳拉·琳妮', '艾德·哈里斯', '诺亚·艾默里奇', '娜塔莎·麦克艾霍恩', '马西娅·德波尼斯', 'Adam Tomei', '哈里·谢尔', '约翰·普莱舍', '澳澜·琼斯', 'Joe Minjares', '特里·金瑞利', '乔尔·麦金农·米勒', '冈本玉二', 'Jake Eberle', '马克·麦考利', '安东尼·科隆', '贾德森·沃恩', '保罗·吉亚玛提', '菲利普·贝克·霍尔', '梅丽莎·菲茨杰拉德', 'Blair Slater', '珍妮特·米勒', '霍兰德·泰勒', '布赖恩·戴拉特', '彼得·克劳斯']",9.2,1998-06-05
无间道,"['刘德华', '梁朝伟', '黄秋生', '曾志伟', '郑秀文', '陈慧琳', '陈冠希', '余文乐', '林家栋', '萧亚轩', '利沙华', '张艺', '李天翔', '林迪安', '何华超', '吴廷烨', '洪智杰', '尹志强', '叶清']",9.2,2003-09-05
触不可及,"['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗', '托马·索利韦尔', '克洛蒂尔德·莫勒', '多萝特博里埃', '艾米丽·卡恩', '阿尔芭·贝露琪', '皮埃尔-罗兰·巴纳隆']",9.2,2011-11-02
活着,"['葛优', '巩俐', '姜武', '牛犇', '郭涛', '张璐', '倪大红', '肖聪', '董飞', '刘天池', '董立范', '黄宗洛', '刘燕瑾', '李连义', '杨同顺', '苏岩', '王丽华']",9.2,1994-05-17
指环王3：王者无敌,"['维果·莫腾森', '伊利亚·伍德', '西恩·奥斯汀', '丽芙·泰勒', '伊恩·麦克莱恩', '奥兰多·布鲁姆', '凯特·布兰切特', '米兰达·奥图', '安迪·瑟金斯', '雨果·维文', '多米尼克·莫纳汉', '比利·博伊德', '马尔顿·索克斯', '卡尔·厄本', '克里斯托弗·李', '约翰·瑞斯-戴维斯', '阿兰·霍华德', '伊安·霍姆', '萨德文·布罗菲', '布雷特·麦肯齐', '劳伦斯·马克奥雷', 'Maisy McLeod-Riera', '乔尔·托贝克', '萨拉·贝克', '杰德·布罗菲', '姜广涛', '彼得·杰克逊', '张磊', '伯纳德·希尔', '约翰·贝西', 'Sarah McLeod', 'Noel Appleby', '阿利斯泰尔·布朗宁', '肖恩·宾', '佩特·史密斯', '大卫·文翰', '约翰·诺贝尔', 'Harry Sinclair']",9.2,2004-03-12
天堂电影院,"['安东内拉·阿蒂利', '恩佐·卡拉瓦勒', '艾萨·丹尼埃利', '里奥·故罗塔', '马克·莱昂纳蒂', '普佩拉·玛奇奥', '阿格妮丝·那诺', '莱奥波多·特里耶斯泰', '萨瓦特利·卡西欧', '尼古拉·迪·平托', '罗伯塔·蕾娜', '尼诺·戴罗佐', '雅克·贝汉', '菲利普·努瓦雷', '玛丽娜·朱迪切', '比阿特丽斯·帕姆', '罗斯科·阿巴克尔', '茹涅·阿斯托尔', '伊格纳齐奥·巴尔萨莫', '碧姬·芭铎', '约翰·巴里摩尔', '伊萨·巴尔齐扎', '维尔玛·班基', '克拉拉·卡拉马伊', '查理·卓别林', '加里·库珀', '奥利维娅·德哈维兰', '维托里奥·德西卡', '柯克·道格拉斯', '埃罗尔·弗林', '布丽吉特·佛西', '让·迦本', '克拉克·盖博', '葛丽泰·嘉宝', '维托里奥·加斯曼', '马西莫·吉洛蒂', '法利·格兰杰', '加里·格兰特', '乔治亚·黑尔', '劳伦斯·哈维', '海伦·海丝', '路易·茹韦', '安娜·马尼亚尼', '西尔瓦娜·曼加诺', '马塞洛·马斯楚安尼', '阿梅德奥·纳扎里', '苏济·普里姆', '唐娜·里德', '简·拉塞尔', '罗莎琳德·拉塞尔', '伊冯娜·桑松', '玛丽亚·雪儿', '瑙玛·希拉', '西蒙·西涅莱', '阿尔贝托·索尔迪', '詹姆斯·斯图尔特', '朱塞佩·托纳多雷', '托托', '斯宾塞·屈塞', '克莱尔·特雷弗', '鲁道夫·瓦伦蒂诺', '阿莉达·瓦利', '约翰·韦恩', '塔诺·希玛罗萨']",9.2,1988-11-17
鬼子来了,"['姜文', '香川照之', '袁丁', '姜宏波', '丛志军', '喜子', '泽田谦也', '李海滨', '蔡卫东', '陈述', '陈莲梅', '史建全', '陈强', '宫路佳具', '吴大维', '梶冈润一', '石山雄大', '述平', '姜武']",9.2,2000-05-12
末代皇帝,"['尊龙', '陈冲', '邬君梅', '彼得·奥图尔', '英若诚', '吴涛', '黄自强', '丹尼斯·邓恩', '坂本龙一', '马吉·汉', '里克·扬', '田川洋行', '苟杰德', '理查德·吴', '皱缇格', '陈凯歌', '卢燕', '区亨利', '陈述', '樊光耀', '鲍皓昕', '黄文捷', '邵茹贞', '亨利·基', '张良斌', '梁冬', '康斯坦丁·格雷戈里', '黄汉琪', '王涛', '宋怀桂', '蔡鸿翔', '程淑艳', '张天民', '户田惠子', '王彪', '劳力']",9.2,1987-10-04
辩护人,"['宋康昊', '吴达洙', '金英爱', '郭度沅', '任时完', '赵莞基', '李真熙', '李杭娜', '张利予', '朴成根', '薛昌熙', '赵敏基', '杨明宪', '韩基重', '全光镇', '黄健', '李率求', '权五镇', '李星民', '宋永彰', '沈熙燮', '郑元中', '刘河福', '郑俊元', '朴修荣', '崔正贤']",9.2,2013-12-18
素媛,"['薛耿求', '严志媛', '李来', '金海淑', '金相浩', '罗美兰', '杨真诚', '宋英奎', '郑敏圣', '权泰元', '徐贤宇', '赵福来']",9.2,2013-10-02
教父2,"['阿尔·帕西诺', '罗伯特·杜瓦尔', '黛安·基顿', '罗伯特·德尼罗', '约翰·凯泽尔', '塔莉娅·夏尔', '李·斯特拉斯伯格', '迈克尔·V·格佐', 'G·D·斯普拉德林', '理查德·布赖特', '加斯通·莫辛', '汤姆·罗斯奎', '布鲁诺·柯比', '弗兰克·西维罗', '弗朗西丝卡·德·萨维奥', '玛丽亚娜·希尔', '索菲亚·科波拉', '哈利·戴恩·斯坦通', '朱利安·沃洛辛', '吉亚尼·罗素', '约翰·阿普雷亚', '詹姆斯·肯恩', '艾丽卡·约恩']",9.2,1974-12-12
美国往事,"['罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '乔·佩西', '波特·杨', '塔斯黛·韦尔德', '特里特·威廉斯', '丹尼·爱罗', '理查德·布赖特', '詹姆斯·海登', '威廉·弗西斯', '达兰妮·弗鲁格', '拉里·拉普', '理查德·弗让吉', '罗伯特·哈珀', '詹妮弗·康纳利', '赛尔乔·莱昂内', '斯科特·提勒', '詹姆斯·拉索', '布莱恩·布鲁姆', '鲁斯蒂·雅各布斯', '奥丽娃·维拉索布罗斯', '玛西娅·让·库尔茨', '阿诺恩·米尔坎', '马里奥·布雷加', '保罗·赫尔曼']",9.2,1984-02-17
小鞋子,"['法拉赫阿米尔·哈什米安', '默罕默德·阿米尔·纳吉', '巴哈丽·西迪奇', '纳菲丝·贾法-穆罕默迪', '费雷什特·萨拉班迪', 'Dariush Mokhtari', '克里斯托弗·马利基', '少爷占']",9.2,1999-01-22
七武士,"['三船敏郎', '志村乔', '稻叶义男', '宫口精二', '千秋实', '加东大介', '木村功', '本间文子', '小杉义男', '高木新平', '中岛春雄', '小川虎之助', '东野英治郎', '土屋嘉男', '高堂国典', '津岛惠子', '藤原釜足', '仲代达矢', '左卜全', '马野都留子']",9.2,1954-04-26
东京物语,"['笠智众', '原节子', '杉村春子', '东山千荣子', '山村聪', '香川京子', '大坂志郎', '十朱久雄', '樱睦子', '长冈辉子', '三谷幸子', '安部徹', '中村伸郎', '东野英治郎', '高桥丰子']",9.2,1953-11-03
