啊里外贸业务员（包吃+包住或住房补贴）,广州玥豪服装有限公司,大专,6K-8K,"['餐补', '房补', '包吃', '包住', '节日福利']",1-3年
快递分拣操作员,圆通速递有限公司,学历不限,4K-6K,"['绩效奖金', '包住', '交通补助', '弹性工作']",不限
教学主管,广州维儿康健康科技有限公司,大专,7K-10K,"['五险一金', '带薪年假', '弹性工作', '包吃']",3-5年
药店店长,国药控股广州有限公司,大专,6K-8K,"['五险一金', '绩效奖金', '交通补助', '通讯补助', '带薪年假']",1-3年
快递收派员（业务员）,圆通速递有限公司,中专,5K-10K,"['节日福利', '绩效奖金', '交通补助', '通讯补助', '高温补贴']",1-3年
工控类电子 硬件工程师,广州得麦电子科技有限公司,本科,12K-15K,"['定期体检', '节日福利', '定期团建', '弹性工作', '带薪年假']",3-5年
信息系统监理工程师,公诚管理咨询有限公司第一分公司,大专,6K-9K,"['五险一金', '绩效奖金', '年终分红', '节日福利', '高温补贴']",3-5年
物流操作员/操作工/普工（广州-海珠）,圆通速递有限公司,中专,4K-5.5K,"['节日福利', '包住', '绩效奖金', '高温补贴', '弹性工作']",不限
摄影师,广州熳点教育科技有限公司,大专,8K-10K,"['每年多次调薪', '年底双薪', '五险一金', '带薪年假', '弹性工作']",1-3年
广告策划专员,广东高教网络科技股份有限公司,本科,6K-8K,"['五险一金', '年底双薪', '周末双休', '定期团建', '定期体检']",1-3年
快递扫描分拣操作员,圆通速递有限公司,中专,4K-5.5K,"['包住', '节日福利', '绩效奖金', '加班补助', '弹性工作']",不限
生产跟单,东莞市语阳针织有限公司,中专,6K-8K,"['绩效奖金', '餐补', '弹性工作', '节日福利', '通讯补助']",3-5年
嵌入式硬件工程师 生产管理,广州得麦电子科技有限公司,大专,10K-12K,"['定期体检', '节日福利', '定期团建', '弹性工作', '带薪年假']",5-10年
设计师,广州市一横一竖信息科技有限公司,大专,4K-6K,"['全勤奖', '五险一金', '年底双薪', '员工旅游', '周末双休']",1-3年
工程监理,大参林医药集团股份有限公司,本科,4K-7K,"['五险一金', '包住', '带薪年假', '免费班车', '节日福利']",1-3年
竞价,广东民安医院,学历不限,4K-6K,"['五险一金', '包吃', '包住']",1-3年
双休/五险一金/面料检测员,广州依妙实业有限公司,大专,6K-8K,"['五险一金', '绩效奖金', '年终分红', '弹性工作', '不加班']",3-5年
水电监理员[五险、包吃住],广东粤能工程管理有限公司,中专,3.5K-7K,"['年底双薪', '包吃', '包住', '高温补贴', '定期体检']",1-3年
园林项目经理,深圳市和茂达园林绿化工程有限公司,大专,10K-15K,"['餐补', '带薪年假', '节日福利', '绩效奖金', '包住']",5-10年
快递员配送员,圆通速递有限公司,学历不限,5K-8K,"['包住', '交通补助', '弹性工作', '绩效奖金']",1-3年
软装设计师,广州市汤物臣肯文装饰设计有限公司,大专,5K-7K,"['五险一金', '全勤奖', '带薪年假', '补充医疗保险', '餐补']",不限
社工（养老公寓）,招商局物业管理有限公司广州分公司,大专,6K-9K,"['五险一金', '补充医疗保险', '餐补', '通讯补助', '带薪年假']",1-3年
运营经理（包住）,国安社区(广州)科技有限公司,中技,6K-8K,"['五险一金', '节日福利', '绩效奖金', '包住', '餐补']",1-3年
中小学语文老师（线上教学+双休）,广州市易智职业技能培训有限公司,本科,6K-8K,"['绩效奖金', '带薪年假', '员工旅游', '节日福利', '六险一金']",不限
产品专员（电商项目）,广东正品信息科技有限公司,本科,9K-12K,"['五险一金', '绩效奖金', '全勤奖', '带薪年假', '不加班']",1-3年
云业务销售实习生,广东瑞普科技股份有限公司,大专,3K-4K,"['节日福利', '五险一金', '绩效奖金', '带薪年假', '周末双休']",无经验
资料员,深圳金德诚建设有限公司,大专,5K-8K,"['五险一金', '包吃', '包住', '交通补助', '餐补']",1-3年
软件实施工程师,广州闻乐教育科技有限公司,大专,4K-6K,"['绩效奖金', '带薪年假', '每年多次调薪', '补充医疗保险', '员工旅游']",1-3年
采购主管（周末双休 五险一金）,广州市小伙伴供应链管理有限公司,大专,7K-9K,"['五险一金', '定期体检', '全勤奖', '带薪年假', '节日福利']",3-5年
外贸业务员,广州睿豪皮具实业有限公司,中专,5K-10K,"['包吃', '包住']",1-3年
服装外贸跟单,广州意会达信息咨询有限公司,本科,6K-8K,"['五险一金', '绩效奖金', '全勤奖', '带薪年假', '定期体检']",3-5年
运营主管,广州牛师帮文化发展有限公司,大专,6K-12K,"['五险一金', '不加班', '定期团建', '节日福利', '员工旅游']",1-3年
资深文案/文案,广州金燕达观文化传播有限公司,大专,6K-8K,"['节日福利', '五险一金', '绩效奖金', '餐补', '弹性工作']",1-3年
视频设计师,广州丰天豫科技有限公司,本科,10K-15K,"['五险一金', '包吃', '年底双薪', '绩效奖金', '带薪年假']",1-3年
绿化施工员,广东粤汉生态建设有限公司,大专,6K-8K,"['绩效奖金', '包吃', '包住', '年底双薪', '弹性工作']",1-3年
广东省内：项目经理 现场生产管理（建筑 市政）,广州市晟泰建筑劳务有限公司,大专,10K-20K,[],5-10年
施工员,深圳金德诚建设有限公司,学历不限,5K-9K,"['五险一金', '包吃', '包住', '交通补助', '餐补']",1-3年
java高级工程师,广东南方海岸科技服务有限公司,大专,8K-15K,"['五险一金', '年底双薪', '绩效奖金', '餐补', '带薪年假']",3-5年
Cocos Creator 高级工程师,广州微玩互动科技有限公司,大专,12K-22K,"['节日福利', '员工旅游', '弹性工作', '年终分红', '带薪年假']",3-5年
