急聘:Python开发助理/包住/项目奖金,深圳市宇达计算机有限公司,学历不限,3.5K-7K,"['14薪', '包住', '大牛带队', '公司重点项目', '绩效奖金']",不限
python工程师,深圳市腾信数据信息有限公司,大专,6K-8K,"['五险一金', '节日福利', '周末双休', '包住', '带薪年假']",不限
Python,深圳市宇达计算机有限公司,大专,3.5K-7K,"['14薪', '包住', '公司重点项目', '大牛带队', '项目奖金']",不限
python /助理实习岗/双休包吃住,深圳市宇达计算机有限公司,学历不限,3.5K-7K,"['14薪', '包住', '大牛带队', '公司重点项目', '绩效奖金']",不限
python工程师,深圳市纽尔科技有限公司,本科,15K-30K,"['五险一金', '年底双薪', '绩效奖金', '带薪年假']",3-5年
急招Python开发助理/实习生,深圳市十七大道科技有限公司,大专,3K-5K,"['14薪', '每年多次调薪', '绩效奖金', '年底双薪', '员工旅游']",无经验
"日语Java,C,Python,Sap,DB软件开发工程师",Uniqsys优尼卡日本株式会社,本科,20K-30K,"['加班补助', '包住', '交通补助', '房补', '住房补贴']",不限
 Python 开发工程师,北京四维智联科技有限公司,本科,15K-25K,"['周末双休', '五险一金', '补充医疗保险', '员工旅游', '节日福利']",3-5年
python,深圳市雁联技术服务有限公司,大专,10K-16K,"['五险一金', '加班补助', '定期体检', '全勤奖']",3-5年
技术架构师（Python方向）,广州森季软件科技有限公司,大专,20K-30K,"['五险一金', '年底双薪', '绩效奖金', '弹性工作', '节日福利']",5-10年
Python工程师(爬虫方向),深圳市菲凡数据科技有限公司,本科,10K-20K,"['五险一金', '年底双薪', '绩效奖金', '节日福利', '全勤奖']",3-5年
python初级开发工程师,深圳市神州动力数码有限公司,大专,4K-8K,"['五险一金', '加班补助', '定期体检', '节日福利', '住房补贴']",不限
python软件工程师,深圳市华富洋供应链有限公司,本科,10K-15K,"['五险一金', '包吃', '节日福利', '员工旅游', '年终分红']",3-5年
Python开发工程师,深圳佑驾创新科技有限公司,本科,15K-30K,"['周末双休', '五险一金', '带薪年假', '弹性工作', '定期体检']",1-3年
python工程师,深圳问安信息技术服务有限公司,大专,7K-9K,"['年底双薪', '五险一金', '餐补', '房补', '加班补助']",1年以下
python转软件测试,深圳问安信息技术服务有限公司,大专,8K-10K,"['年底双薪', '五险一金', '餐补', '房补', '加班补助']",1-3年
运维工程师（要会python）,深圳市智慧盾科技有限公司,大专,10K-15K,"['五险一金', '年底双薪', '带薪年假', '节日福利', '员工旅游']",3-5年
Python开发工程师,深圳市芒柠科技有限公司,大专,10K-15K,"['周末双休', '五险一金', '绩效奖金', '带薪年假', '弹性工作']",1-3年
python开发工程师,深圳市乐易网络股份有限公司,本科,10K-20K,"['每年多次调薪', '周末双休', '绩效奖金', '餐补', '带薪年假']",1-3年
python开发工程师,深圳市东方博雅科技有限公司,本科,15K-25K,"['五险一金', '节日福利', '免费班车', '周末双休']",3-5年
python开发,上海易宝软件有限公司,本科,10K-15K,"['五险一金', '周末双休', '节日福利', '带薪年假']",1-3年
python,深圳市乐易网络股份有限公司,本科,15K-25K,"['每年多次调薪', '周末双休', '绩效奖金', '餐补', '带薪年假']",3-5年
python,深圳德科共赢创投合伙企业(有限合伙),本科,10K-15K,"['五险一金', '带薪年假', '节日福利', '公司重点项目', '大牛带队']",3-5年
python开发工程师,深圳市星商电子商务有限公司,本科,8K-15K,"['五险一金', '绩效奖金', '餐补', '带薪年假', '员工旅游']",3-5年
