主力砸期指，不怕你不跌！,2016-12-20 14:29
不作死就不会死,2016-12-20 14:20
主力有力量砸出8阴,2016-12-20 14:20
[赞][赞][赞][赞][赞],2016-12-20 14:11
[赞][赞][赞][赞][赞][赞],2016-12-20 14:09
再跩啊～,2016-12-20 14:04
大陸要倒了！哈哈大笑,2016-12-20 14:03
失控！,2016-12-20 10:54
股灾来了！,2016-12-20 10:52
指数短的调整到位本月最后几交易将维持市值需求反弹!,2016-12-20 10:51
只跌不漲？,2016-12-20 10:44
主力砸盘凶狠！,2016-12-20 10:20
七连跌！！,2016-12-20 09:33
启稳了。能不能起来。再说了,2016-12-20 09:16
一直跌下去,2016-12-19 14:15
天天跌混帐,2016-12-19 14:02
主力还想砸,2016-12-19 13:46
主力要死不活,2016-12-19 10:59
瘟,2016-12-19 10:51
沒人做了,2016-12-19 10:44
浪费时间,2016-12-19 10:43
死市,2016-12-19 10:43
六连跌！,2016-12-19 09:30
这东西太坏了，不过本周还要发新股，大盘红是必须的。,2016-12-16 13:22
全球牛市哀股独熊！,2016-12-16 11:09
垃圾主力连杀五天！,2016-12-16 11:06
主力还末砸夠？,2016-12-16 10:15
创板已企稳反弹！,2016-12-16 10:14
哀股民无地自容！,2016-12-16 09:49
美欧日股再创新高！,2016-12-16 09:48
有投资价值为什么还跌？自欺欺人啊。,2016-12-15 14:49
内传3300点多机构融大量银行证券个股券在手做空,2016-12-15 14:17
国家队也砸盘？！,2016-12-15 14:04
下跌无止境,2016-12-15 14:04
主力狂砸！,2016-12-15 13:59
市场已经超百家个股跌破2638点这里能维持骗鬼!,2016-12-15 13:51
今天趁机砸低，养老金入市啦！,2016-12-15 09:49
拉你麻痹，天天拉,2016-12-14 10:08
估計下午养老基金试探牲介入？,2016-12-13 12:14
不想反弹,2016-12-13 10:46
拉卡拉,2016-12-12 14:53
护盘不力,2016-12-12 14:44
原来如此，你爸爸去哪儿了呢,2016-12-12 11:17
五日线有支撑,2016-12-12 10:45
银行股快拉阿[大笑][大笑][大笑][大笑],2016-12-12 10:29
外围牛气冲天再新高！,2016-12-09 09:27
求他以后不要乱表态了,2016-12-08 11:26
全球大漲哀股跌！绝了,2016-12-08 11:17
权重萎糜不振，被刘打残,2016-12-07 14:21
怎么那么像顶部岛型反转啊，,2016-12-07 00:16
除了打压无所作为,2016-12-06 14:41
一片颓势,2016-12-06 14:40
